"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
12800,,"DSM 50071, ATCC 10145, ICPB 2523, NCIB 8295, NCTC 10332, NRRL B-771, WDCM 00024, JCM 5962, BCRC 10944, CCEB 481, CCM 1960, CCUG 28447, CCUG 551, CECT 110, CGMCC 1.1785, CIP 100720, IAM 1514, IFO 12689, IFO 3756, KCTC 1750, LMG 1242, NBRC 12689, NBRC 3756, NCDO 1369, NCIMB 8295, NCPPB 1965",1,"Pseudomonas aeruginosa",negative
13093,,"DSM 15318, CCUG 49625, CIP 108466, CMS 35",1,"Pseudomonas antarctica",negative
13115,CH01,"DSM 17259, CECT 7010, LMG 22563, CCUG 50743",1,"Pseudomonas argentinensis",negative
157812,"RYU-5, RYU5","DSM 107182, JCM 32716",1,"Pseudomonas asiatica",negative
166373,M7D1,"CCUG 73898, LMG 31516",1,"Pseudomonas atacamensis",negative
164623,PS14,"JCM 33653, CECT 9940, LMG 31496",1,"Pseudomonas atagonensis",negative
13124,6H33b,"DSM 17556, ATCC BAA 1049, JCM 12708, CCUG 53885, CIP 108866, TBRC 7232",1,"Pseudomonas azotifigens",negative
13189,a390,"DSM 26532, CECT 7720, LMG 25716",1,"Pseudomonas baetica",negative
13131,R-20821,"CCUG 53773, DSM 17834, LMG 23199",1,"Pseudomonas borbori",negative
13175,HY-14,"DSM 24390, CCTCC AB 208156, KCTC 22292",1,"Denitrificimonas caeni",negative
133410,2-92,"LMG 28499, DOAB 798",1,"Pseudomonas canadensis",negative
13172,1N,"DSM 23418, CIP 109853, LMG 24676",1,"Pseudomonas cuatrocienegasensis",negative
13153,RLD-1,"DSM 18900, CCUG 55753, CCM 7361, MTCC 7601, CIP 109527",1,"Pseudomonas delhiensis",negative
13163,HR2,"DSM 21419, CGMCC 1.6858, KCTC 22129",1,"Chryseomonas duriflava",negative
166232,RD25,"LMG 30152, CECT 9373",1,"Pseudomonas edaphica",negative
13170,78-123,"DSM 25351, CGMCC 1.1365, JCM 14085, CCUG 59930, CECT 7766",0,"Pseudomonas flexibilis",negative
158761,GEV388,"LMG 30013, ATCC TSD-90",1,"Pseudomonas floridensis",negative
12851,,"DSM 50090, ATCC 13525, ICPB 3200, NCIB 9046, NCTC 10038, WDCM 00115, JCM 5963, BCRC 11028, CCEB 488, CCM 2115, CCUG 1253, CECT 378, CGMCC 1.1802, CIP 69.13, IAM 12022, IFO 14160, LMG 1794, NBRC 14160, NCDO 1524, NCIMB 9046, NCPPB 1964, NRRL B-14678, VKM B-894",1,"Pseudomonas fluorescens",negative
158598,ASS-1,"KCTC 52437, CCM 8778",1,"Pseudomonas fluvialis",negative
133985,CC-CY503,"BCRC 80437, JCM 18415",1,"Halopseudomonas formosensis",negative
12966,KF707,"DSM 10086, NBRC 110670",1,"Pseudomonas furukawaii",negative
166380,MS586,"NRRL B-65441, LMG 30275",1,"Pseudomonas glycinae",negative
130575,SgZ-6,"DSM 100318, CCTCC AB 2012022, KACC 16606",1,"Pseudomonas guangdongensis",negative
24440,PCAVU11,"DSM 28410, CECT 8262, LMG 27394",1,"Pseudomonas guariconensis",negative
133945,CC-G9A,"BCRC 80438, JCM 18416",1,"Pseudomonas guguanensis",negative
13161,M8,"DSM 21282, CECT 7231, LMG 24016",1,"Pseudomonas guineae",negative
132436,"WS 4917","DSM 29165, LMG 28433",1,"Pseudomonas helleri",negative
164413,WCHPs060044,"JCM 32907, CCTCC AB 2018120, CNCTC 7663, GDMCC 1.1396",1,"Pseudomonas huaxiensis",negative
166137,JS15-10A1,"CGMCC 1.16072, LMG 30036",1,"Pseudomonas jilinensis",negative
164545,BML3,"JCM 33395, DMS 109244, DSM 109244",1,"Pseudomonas juntendi",negative
166132,TBZ2,"LMG 29674, KCTC 52410",1,"Pseudomonas khazarica",negative
13155,B13,"DSM 6978, CCUG 54928, CIP 109584, DSM 624, LMG 23759",1,"Pseudomonas knackmussii",negative
140299,"WS 4992","DSM 29167, LMG 28435",1,"Pseudomonas lactis",negative
13186,2SM5,"DSM 26168, CECT 7670, KCTC 23093",1,"Halopseudomonas litoralis",negative
13092,"P 513/18","DSM 15835, CIP 109623, LMG 21995",1,"Pseudomonas lurida",negative
13114,OK2,"DSM 17257, CECT 5822, LMG 21974, CCM 8844",1,"Pseudomonas lutea",negative
164180,,"JCM 32061, TBRC 7080, DMKU BBB3-04",1,"Pseudomonas mangiferae",negative
13162,,"DSM 23972, JCM 14761, NRIC 0729, CCUG 59022, KMM 3042",1,"Pseudomonas marincola",negative
133663,,"MTCC 4993, DSM 15319, CMS 38",1,"Pseudomonas meridiana",negative
13138,IPA-2,"DSM 18327",1,"Pseudomonas mohnii",negative
13157,RW10,"DSM 12647, CCUG 53114, CIP 109622",1,"Pseudomonas moorei",negative
166168,GL14,"CGMCC 1.13874, NBRC 113853",1,"Pseudomonas nitrititolerans",negative
166254,A31/70,"CECT 9981, CCUG 73638",1,"Pseudomonas nosocomialis",negative
132649,"KX 20","DSM 100277, CGMCC 1.15195",1,"Halopseudomonas oceani",negative
13125,,"KMM 330, CIP 108699, DSM 17577, CCUG 46540, JCM 12285, NRIC 0583, CGMCC 1.7687",1,"Halopseudomonas pachastrellae",negative
13140,,"DSM 18529, CIP 108524, IMSNU 14100, KCTC 12330, CG 20106, IMSNU 14101",1,"Pseudomonas marginalis",negative
13164,Esp-1,"DSM 21819, CCM 7469, MTCC 8990",1,"Pseudomonas panipatensis",negative
140300,"WS 4672","DSM 29164, LMG 28439",1,"Pseudomonas paralactis",negative
13176,CL-AP6,"DSM 25163, JCM 15562, KCCM 90073",1,"Halopseudomonas pelagia",negative
13130,R-20805,"DSM 17833, CCM 7693, LMG 23201, CCUG 53775",1,"Pseudomonas peli",negative
140904,KBL-4-9,"JCM 19138, CCTCC AB 2013069, NRRL B-59988",1,"Pseudomonas populi",negative
158812,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1,"Pseudomonas profundi",negative
13095,,"DSM 15321, CCM 7690, CCUG 51515, CMS 64",1,"Pseudomonas proteolytica",negative
13105,C36,"DSM 15758, LMG 21977, CCUG 51516",1,"Pseudomonas oryzihabitans",negative
24438,LMT03,"DSM 27507, CECT 8089, LMG 26839",1,"Pseudomonas punonensis",negative
12871,90,"DSM 291, ATCC 12633, DSM 50202, ICPB 2963, NCTC 10936, WDCM 00117, JCM 13063, ATCC 23467, BCRC 10459, CCM 7156, CCUG 12690, CCUG 2091, CECT 324, CFBP 2066, CIP 52.191, DSM 50906, HAMBI 7, HUT 8100, IAM 1236, ICMP 2758, IFO 14164, JCM 3697, KCTC 1644, KCTC 1751, LMG 2257, NBRC 14164, NCCB 68020, NCCB 72006, NCIMB 13936, NCIMB 9494, NCIMB 9528, VKM B-1301, VKM B-2187, VTT E-92005",1,"Pseudomonas putida",negative
140983,,"LMG 29328, CCOS 865",1,"Pseudomonas reidholzensis",negative
13139,MT1,"DSM 18361, CCM 7743, CCUG 53116",1,"Pseudomonas reinekei",negative
13169,J64,"DSM 23971, JCM 14963, KCTC 22137",1,"Halopseudomonas sabulinigri",negative
24439,CC-OPY-1,"DSM 27945, BCRC 80399, JCM 18195",1,"Pseudomonas sagittaria",negative
166315,16W4-4-3,"CGMCC 1.13350, KCTC 72619",1,"Pseudomonas saliphila",negative
13151,FR1439,"DSM 18913, CIP 108523, IMSNU 14101, KCTC 12331, CCUG 54777, IMSNU 14100",1,"Pseudomonas segetis",negative
24433,MS-3,"DSM 25633, JCM 16046, KACC 14032, KCTC 22612, NBRL 105641, CCUG 69583",1,"Pseudomonas taeanensis",negative
13180,CMS,"DSM 21245, BCRC 17751",1,"Pseudomonas taiwanensis",negative
158577,MA-69,"CCTCC AB 2013065, KCTC 42447, JCM 19137",1,"Pseudomonas tarimensis",negative
159884,68,"CICC 24204, KCTC 52977",1,"Pseudomonas tianjinensis",negative
133231,IB1.1,"VKM B-2935, CECT 9091",1,"Pseudomonas turukhanskensis",negative
164374,T3,"JCM 32830, ACCC 60124",1,"Pseudomonas urumqiensis",negative
140982,,"LMG 29327, CCOS 864",1,"Pseudomonas wadenswilerensis",negative
132438,"WS 4993","DSM 29166, LMG 28437",1,"Pseudomonas weihenstephanensis",negative
13166,C10-2,"DSM 22326, CGMCC 1.6446, JCM 13530, MCCC 1A00089",1,"Halopseudomonas xiamenensis",negative
13173,S3-3,"DSM 23391, CCTCC AB 207151, NRRL B-51270",1,"Halopseudomonas xinjiangensis",negative
24437,BY-1,"DSM 27927, ACCC 05688, KACC 15471",1,"Chryseomonas luteola",negative
13687,,"DSM 15984, ATCC BAA 863, KCTC 12145, HTCC 2597",1,"Pseudooceanicola batsensis",negative
158599,157,"KCTC 52654, MCCC 1K03317",1,"Pseudooceanicola lipolyticus",negative
130612,AZO-C,"DSM 29588, BCRC 17591, KCTC 22753, LMG 23705",1,"Pseudooceanicola marinus",negative
13688,SS011B1-20,"DSM 18065, CGMCC 1.6293, LMG 23508",1,"Pseudooceanicola nanhaiensis",negative
130613,,"DSM 29619, CGMCC 1.7292, LMG 24663, JLT 1210",1,"Pseudooceanicola nitratireducens",negative
13733,20188,"DSM 23566, CGMCC 1.6500, JCM 14644",1,"Pseudophaeobacter arcticus",negative
24494,306,"DSM 25627, CIP 110369, UBOCC 3187",1,"Pseudophaeobacter leonis",negative
166178,,"CCTCC AB 2017195, KCTC 62198, CY 03",1,"Pseudopuniceibacterium sediminis",negative
133859,ZS3-33,"CGMCC 1.10836, KCTC 23700",1,"Pseudorhodobacter antarcticus",negative
141058,DC2N1-10,"CGMCC 1.14433, KCTC 52040",1,"Cypionkella aquatica",negative
133680,HDW-19,"KCTC 23043, CCUG 58879",1,"Pseudorhodobacter aquimaris",negative
158526,4-T-34,"CCTCC AB 2014005, LMG 28256",1,"Cypionkella collinsensis",negative
140481,HWR-46,"NBRC 112426, KCTC 52470",1,"Pseudorhodobacter ponti",negative
141126,,"PAMC 27389, JCM 30764, KCTC 42640",1,"Cypionkella psychrotolerans",negative
141057,Y1R2-4,"CGMCC 1.14435, KCTC 52039",1,"Cypionkella sinensis",negative
133867,WT-MW11,"KCTC 23672, CCUG 61506",1,"Pseudorhodobacter wandonensis",negative
133823,NAFc-7,"BCRC 80210, LMG 26333, KCTC 23314",1,"Pseudorhodoferax aquiterrae",negative
3029,SB1,"DSM 21598, LMG 24543",1,"Pseudorhodoferax caeni",negative
3030,TBEA3,"DSM 21634, LMG 24555",1,"Pseudorhodoferax soli",negative
141080,DB-4,"KCTC 52038, CECT 9025",1,"Pseudoroseicyclus aestuarii",negative
140810,MME-001,"KCCM 43133, JCM 30751",1,"Pseudoruegeria aestuarii",negative
134212,SW-255,"KCTC 12737, JCM 13603, DSM 110540, CECT 7680, CGMCC 1.7689, CIP 109548",1,"Pseudoruegeria aquimaris",negative
130631,WM67,"DSM 29328, JCM 18872, KACC 17214",1,"Pseudoruegeria haliotis",negative
159803,BPTF-M20,"KACC 19614, KCTC 62422, NBRC 113188",1,"Pseudoruegeria insulae",negative
13833,HD-43,"DSM 25294, CCUG 57754, KCTC 22690",1,"Pseudoruegeria lutimaris",negative
140617,FDZSB0410,"KCTC 52127, MCCC 1A01897",1,"Pseudotenacibaculum haliotis",negative
140607,,"KCTC 52190, NBRC 111989, DSM 108277, CAU 1312",1,"Pseudothioclava arenosa",negative
13736,F423,"DSM 16392, IAM 15084, KCTC 12308, NBRC 100514, JCM 21545",1,"Pseudovibrio ascidiaceicola",negative
23228,Ad2,"DSM 24994, NCIMB 14761",1,"Pseudovibrio axinellae",negative
13737,DN34,"DSM 17465, BCRC 17323, JCM 12308, CIP 108640, IAM 15184, NBRC 100825",1,"Pseudovibrio denitrificans",negative
13683,LA33B,"DSM 16456, ATCC BAA 994, CIP 108449",1,"Pseudovibrio exalbescens",negative
134242,,"IAM 15442, NCIMB 14279, KCTC 12861, WSF 2, JCM 23208",1,"Pseudovibrio japonicus",negative
141084,UST20140214-052,"KCTC 42384, MCCC 1K00452",1,"Pseudovibrio stylochi",negative
17442,CC-CC4,"DSM 19599, CIP 109513, CCUG 54547, CC 4",1,"Pseudoxanthobacter soli",negative
17508,"TR6-08, 49.101","CCUG 55487, CIP 108710, DSM 17801, IAM 15115, KCTC 12207, JCM 21575, NBRC 101159",1,"Pseudoxanthomonas daejeonensis",negative
17511,DS-16,"DSM 21858, CIP 108839, KCTC 12543, CCUG 53910",1,"Pseudoxanthomonas dokdonensis",negative
133278,roo10,"BCC 70700, NBRC 110414",1,"Pseudoxanthomonas helianthi",negative
17505,12-3,"DSM 17109, CCUG 48231, CIP 107388, JCM 11525, AJ 13070",1,"Pseudoxanthomonas japonensis",negative
17509,JA40,"DSM 18571, ATCC BAA 1031, CIP 108476, CCUG 55486",1,"Pseudoxanthomonas kalamensis",negative
134100,T7-09,"KCTC 12208, IAM 15116, CCUG 55488, CIP 108711, JCM 21576, NBRC 101160, KCTC 52048",1,"Pseudoxanthomonas koreensis",negative
17504,AMX26B,"DSM 17121, CCUG 49454, CIP 106674, JCM 11524, ATCC 700993",1,"Pseudoxanthomonas mexicana",negative
140611,WD12,"KACC 15045, LMG 25968",1,"Pseudoxanthomonas putridarboris",negative
17514,BD-c54,"DSM 19373, KCTC 22080",1,"Pseudoxanthomonas sacheonensis",negative
17512,,"CIP 109720, DSM 18855, CCUG 53828, IMMIB AFH-5",1,"Pseudoxanthomonas spadix",negative
17506,4M1,"DSM 17175, CIP 109444, KACC 11320",1,"Pseudoxanthomonas suwonensis",negative
17513,GR12-1,"DSM 18204, CIP 109605, KACC 11580",1,"Pseudoxanthomonas yeongjuensis",negative
23028,,"DSM 19858, JCM 11733, KCTC 22016, KMM 3531, CECT 7618",1,"Pseudozobellia thermophila",negative
166433,EEAB3T1,"CCUG 70857, DSM 105477",1,"Psittacicella gerlachiana",negative
160776,111,"DSM 18222, CCUG 52861, CCM 8842",1,"Psittacicella hinzii",negative
166434,B96/4,"CCUG 70858, DSM 105476",1,"Psittacicella melopsittaci",negative
5784,HAW-EB21,"DSM 19335, JCM 14977",1,"Psychrilyobacter atlanticus",negative
133574,,"KCTC 22503, JCM 16343, SC 35, CIP 110994",1,"Psychrobacter aestuarii",negative
8189,JG100,"DSM 16065, KCTC 12186, JCM 12315",1,"Psychrobacter alimentarius",negative
8198,,"DSM 15339, MTCC 4386, CMS 56",1,"Psychrobacter aquaticus",negative
8196,SW-210,"DSM 16329, KCTC 12254, CIP 108795",1,"Psychrobacter aquimaris",negative
8203,273-4,"DSM 17307, CIP 109905, VKM B-2377",1,"Psychrobacter arcticus",negative
8207,"SW-238, JG-238","DSM 23510, JCM 12601, KCTC 12313, CIP 109014",1,"Psychrobacter celer",negative
8194,JG-219,"DSM 16327, KCTC 12256, CIP 108733",1,"Psychrobacter cibarius",negative
8202,"5, K5","DSM 17306, VKM B-2378",1,"Psychrobacter cryohalolentis",negative
133480,KC40,"KMM 3954, NRIC 0746, JCM 15525",1,"Psychrobacter fulvigenes",negative
139044,,"CIP 111025, KCTC 42280, CCTCC AB 2014019",1,"Psychrobacter glaciei",negative
8208,,"DSM 21542, CCUG 56590, IMMIB L-1110",1,"Psychrobacter lutiphocae",negative
8187,"Pi 2-20","DSM 15387, CIP 108811, KMM 3646",1,"Psychrobacter maritimus",negative
8201,SW-242,"DSM 16330, KCTC 12255, CIP 108796",1,"Psychrobacter namhaensis",negative
141029,A1019,"CIP 110853, CECT 9184",1,"Psychrobacter pasteurii",negative
141031,1232,"CIP 110854, CECT 9185",1,"Psychrobacter piechaudii",negative
133525,T-3-2,"JCM 15603, NCIMB 14510, CIP 110995",1,"Psychrobacter piscatorii",negative
133281,S6-60,"JCM 31058, LMG 29157, CIP 111450",1,"Psychrobacter pocilloporae",negative
130458,13983,"DSM 23635, CCUG 59771",1,"Psychrobacter sanguinis",negative
8197,,"DSM 15337, MTCC 4208, CMS 39",1,"Psychrobacter vallis",negative
141081,DB-3,"KCTC 52037, NBRC 111757",1,"Psychroflexus aestuariivivens",negative
5630,"WS 4520, G 5209","DSM 23581, CCUG 59705, LMG 25857, WCC 4520",1,"Psychroflexus halocasei",negative
166337,C1,"MCCC 1H00415, KCTC 72796",1,"Psychroflexus maritimus",negative
141091,X15M-8,"CGMCC 1.12931, JCM 30616",1,"Psychroflexus planctonicus",negative
133496,ISL-14,"KCTC 22483, CCUG 56752, ISL -14",1,"Psychroflexus salinarum",negative
133250,WDS4A13,"KCTC 52043, MCCC 1H00134",1,"Psychroflexus saliphilus",negative
141092,X15M-6,"CGMCC 1.12925, JCM 30615",1,"Psychroflexus salis",negative
23019,YIM-C238,"DSM 19803, CCTCC AA 207030, KCTC 22166",1,"Psychroflexus sediminis",negative
5629,LA1,"DSM 15496, ATCC BAA 734",1,"Psychroflexus tropicus",negative
133438,J42-3A,"NBRC 104585, KCTC 22285",1,"Psychromonas agarivorans",negative
140472,M1A1,"CIP 111183, CCM 8710, LMG 29766",1,"Psychromonas aquatilis",negative
134357,,"JCM 14784, ATCC BAA 1526, JAMM 0404",1,"Psychromonas aquimarina",negative
13522,174,"DSM 17665, CCM 7498",1,"Psychromonas boydii",negative
134244,K41G,"JCM 11830, ATCC BAA 638",1,"Psychromonas hadalis",negative
134372,AK15-027,"MBIC 06898, NCIMB 14416",1,"Psychromonas heitensis",negative
13519,37,"DSM 17664, CCUG 51855, CIP 108865",1,"Psychromonas ingrahamii",negative
13521,,"DSM 21936, ATCC BAA 1525, JCM 14783, JAMM 0394",1,"Psychromonas japonica",negative
134358,,"JCM 14785, ATCC BAA 1527, JAMM 0415",1,"Psychromonas macrocephali",negative
134356,,"JCM 14786, ATCC BAA 1528, JAMM 0738",1,"Psychromonas ossibalaenae",negative
133850,F051-1,"KCTC 23539, JCM 17632",1,"Psychroserpens damuponensis",negative
134187,,"KCCM 42261, JCM 13413, KOPRI 13649, CIP 109253",1,"Psychroserpens mesophilus",negative
158682,SW33,"KCTC 52743, CICC 24249",1,"Psychrosphaera aquimarina",negative
141170,4GSH07,"CGMCC 1.15448, LMG 29214",1,"Puia dinghuensis",negative
166316,RR4-38,"KCTC 52651, DSM 108068",1,"Pukyongia salina",negative
166528,SC2-7,"KACC 19309, NBRC 113102",1,"Pulveribacter suum",negative
140731,JSSK-17,"KCTC 52765, NBRC 112766",1,"Puniceibacterium confluentis",negative
17650,,"DSM 26450, JCM 14086, KCCM 42343, NBRC 101964, IMCC 1545",1,"Puniceicoccus vermicola",negative
364,,"DSM 25164, JCM 14767, KCTC 22046, DCY 25",1,"Pusillimonas ginsengisoli",negative
365,B201,"DSM 25667, JCM 16917, KACC 14927",1,"Pusillimonas harenae",negative
362,BN9,"DSM 10065, CCUG 51657, NCIMB 14020",1,"Pusillimonas noertemannii",negative
363,MJ07,"DSM 25264, JCM 16386, KCTC 22455",1,"Pusillimonas soli",negative
166456,YE3,"KCTC 62737, NBRC 113113",1,"Pusillimonas thiosulfatoxidans",negative
133960,E403,"CCTCC AB 2012862, CGMCC 41.12333, KCTC 32192, CGMCC 1.12333",1,"Pustulibacterium marinum",negative
17785,W5455,"DSM 21147, CCUG 55836, KCTC 15164, JCM 16336",1,"Pyramidobacter piscolens",negative
158527,GYP-11,"CGMCC 1.15125, KCTC 42509",1,"Pyruvatibacter mobilis",negative
141111,CGI-09,"DSM 29781, JCM 31785",1,"Quisquiliibacterium transsilvanicum",negative
133077,37,"DSM 103165, NCCB 100606, MSR MSr11462, MSR 11462",1,"Racemicystis persica",negative
166374,SAP-19,"KACC 21744, NBRC 114407",1,"Rahnella aceris",negative
158700,SPSPC-11,"CECT 9012, LMG 29233",1,"Raineya orbicola",negative
2086,R001,"CCUG 32781, CIP 108366,  DSM 7385, ATCC 49543, LMG 10661, NCPPB 3446",1,"Ralstonia syzygii",negative
141112,CJ661,"KACC 19305, JCM 32081",1,"Ramlibacter alkalitolerans",negative
166265,18x22-1,"GDMCC 1.1584, KCTC 52922",1,"Ramlibacter humi",negative
141113,G-3-2,"KEMB 9005-573, KACC 19175, JCM 31918",1,"Ramlibacter monticola",negative
141048,THG-YS3.2.7,"KCTC 52083, CCTCC AB 2015357",1,"Ramlibacter rhizophilus",negative
140017,,"DSM 103551, JCM 23209, TISTR 1750, IAM 15448",1,"Rapidithrix thailandica",negative
158539,J77-1,"KEMB 9005-548, KACC 19172, JCM 31920",1,"Ravibacter arvi",negative
140272,HM,"DSM 100378, JCM 30982",1,"Rectinema cohabitans",negative
24684,,"DSM 25897, CCTCC AB 2012062, YIM 77974",1,"Rehaibacterium terrae",negative
159843,DC003,"KCTC 42867, MCCC 1H00130",1,"Reichenbachiella versicolor",negative
130500,,"DSM 29881, IMCC 4489, KCCM 42938, KCTC 22813, NBRC 106079",1,"Reinekea aestuarii",negative
130499,,"DSM 29825, CCUG 52066, CECT 7120, MED 297",1,"Reinekea blandensis",negative
158528,,"KACC 17315, CECT 8288, HME 8277",1,"Reinekea marina",negative
11293,"R 59","DSM 15388, CECT 7363, CIP 108810, KMM 3655",1,"Reinekea marinisedimentorum",negative
166392,SSH23,"KACC 21168, NBRC 113795",1,"Reinekea thalattae",negative
140732,Seoho-37,"KCTC 52223, JCM 31892",1,"Reyranella aquatilis",negative
133909,KIS14-15,"KACC 13034, NBRC 108950",1,"Reyranella soli",negative
132963,R49,"DSM 105074, JCM 30685, KACC 18395, KEMB 9005-318",1,"Rhabdobacter roseus",negative
2460,SW-353,"DSM 22684, JCM 14331, KCTC 12840, CGMCC 1.10346",1,"Rheinheimera aquimaris",negative
2459,K19414,"DSM 18694, LMG 23818",1,"Rheinheimera chironomi",negative
159783,TAPG2,"BCRC 81054, LMG 30056, KCTC 52815",1,"Rheinheimera coerulea",negative
133764,LH2-2,"CGMCC 1.7003, NBRC 105632",1,"Rheinheimera longhuensis",negative
158590,TP462,"KACC 18560, CGMCC 1.15399",1,"Rheinheimera marina",negative
140034,"E407-8, E407.8","DSM 22401, CCTCC AB 209089, KACC 14030, CCTCC AB 20908",1,"Rheinheimera nanhaiensis",negative
163799,PKS7,"JCM 30460, KCTC 42365",1,"Rheinheimera pleomorphica",negative
158757,KH87,"ATCC BAA 2715, CIP 111115, DSM 100018",1,"Rheinheimera salexigens",negative
2461,BD-d46,"DSM 19413, KCTC 22077, BCRC 80292",1,"Rheinheimera soli",negative
2462,JA3-B52,"DSM 19460, CGMCC 1.6362, JCM 14254",1,"Rheinheimera tangshanensis",negative
2456,A62-14B,"DSM 17496, ATCC BAA 1235",1,"Rheinheimera texasensis",negative
133885,Ruye-90,"LMG 26339, BCRC 80263, KCTC 23315",1,"Rheinheimera tilapiae",negative
12716,,"DSM 19916, KCTC 12591, LMG 23394, Gsoil 322",1,"Rhizobacter fulvus",negative
140851,DS48-6-5,"KCTC 42645, NBRC 111169",1,"Rhizobacter profundi",negative
133420,GBV016,"CFBP 71465, LMG 24466",1,"Rhizobium alamii",negative
133176,,"BR 10423, HAMBI 3664",1,"Rhizobium altiplani",negative
140533,,"KCTC 52299, MCCC 1K03215, MIM 27",1,"Pararhizobium arenae",negative
132978,"Po 20/26","DSM 100211, LMG 28788",1,"Mycoplana azooxidifex",negative
132154,LBP2-1,"DSM 104289, ATCC BAA 2435, CIP 110456, CCGE 524",1,"Rhizobium calliandrae",negative
13631,,"DSM 18291, ALA 10B2",1,"Rhizobium cellulosilyticum",negative
166529,C5,"CCTCC AB 2018143, LMG 30777",1,"Rhizobium chutanense",negative
13630,L61,"DSM 17795, JCM 21505, BCRC 80436, CCBAU 10050, IAM 15042, KCTC 12121, NBRC 102495, NCIMB 14499",1,"Rhizobium daejeonense",negative
166117,SPY-1,"ACCC 61627, JCM 33732",1,"Rhizobium deserti",negative
141049,"Z87-8, U 10001","UMR 1320, LMG 30030, CNPSo 668",1,"Rhizobium esperanzae",negative
13633,,"DSM 19331, CCBAU 33202, JCM 14381, LMG 23997, JCM 14831",1,"Rhizobium pisi",negative
133217,LPU83,"CECT 9014, LMG 29160",1,"Rhizobium favelukesii",negative
134045,IPR-Pv81,"CNPSo 122, SEMIA 4080, WDCM 440, PRF 81",1,"Rhizobium freirei",negative
133182,ZFJT-2,"CCTCC AB 2013015, KCTC 32301, LMG 27603",1,"Rhizobium gei",negative
166106,CL12,"GDMCC 1.1597, KACC 21281",1,"Rhizobium glycinendophyticum",negative
133733,,"ATCC BAA 2124, CFN 242, HAMBI 3152, CCGE 502",1,"Rhizobium grahamii",negative
13648,YC6881,"DSM 21600, KACC 13775",1,"Rhizobium halophytocola",negative
140867,shin9-1,"LMG 27163, KCTC 32148",1,"Rhizobium ipomoeae",negative
24483,,"DSM 26699, CECT 4844, CENA 183, CFN 299, CNPSo 141, IAM 14230, JCM 21088, LMG 9517, SEMIA 4083, UMR 1026, USDA 9039",0,"Rhizobium leucaenae",negative
132155,"SJP1-2, NSJP1-1","DSM 104288, ATCC BAA 2446, CIP 110454, CCGE 526",0,"Rhizobium mayense",negative
24485,1847,"DSM 28449, ATCC BAA 2123, CCGE 501, CIP 110148, HAMBI 3151",1,"Rhizobium mesoamericanum",negative
133473,5LMG24135,"JCM 14777, CCBAU 25010, LMG 24135",1,"Rhizobium mesosinicum",negative
134342,,"LMG 24208, HAMBI 2971, CCBAU 41251",1,"Rhizobium miluonense",negative
13635,,"DSM 21814, CCBAU 83401, HAMBI 2975, LMG 23946",1,"Rhizobium multihospitium",negative
133413,N19,"ACCC 19962, KCTC 52413",1,"Allorhizobium oryziradicis",negative
130599,L6-8,"DSM 100301, BCC 55142, NBRC 109338",1,"Rhizobium paknamense",negative
24484,SL-1,"DSM 26482, ACCC 11238, KCTC 23288",1,"Neorhizobium petrolearium",negative
140905,PC004,"BCC 73740, NBRC 110722",1,"Rhizobium puerariae",negative
133544,DS-42,"KCTC 12873, JCM 14591",1,"Rhizobium soli",negative
23224,"JC 85","DSM 24765, KCTC 23614",1,"Rhizobium subbaraonis",negative
132917,PL-41,"DSM 105042, CCTCC AB 2011011, NRRL B-59556",1,"Pseudorhizobium tarimense",negative
166317,NAU-18,"KCTC 62418, CCTCC AB 2018075",1,"Rhizobium terrae",negative
13639,,"DSM 25379, CCBAU 85046, LMG 25225, HAMBI 3066",1,"Rhizobium tubonense",negative
140985,166,"CGMCC 1.15279, DSM 100734",1,"Rhizobium wenxiniae",negative
159888,W44,"CCTCC AB 2017179, GDMCC 1.1257, KCTC 62194",1,"Rhizobium wuzhouense",negative
140545,CRZM18R,"LMG 29735, CECT 9169",1,"Rhizobium zeae",negative
140624,Ndbn-20,"KACC 18661, CCTCC AB 2016143, DSM 107650",1,"Rhizorhabdus dicambivorans",negative
23281,382,"DSM 25077, LMG 26763",1,"Rhizorhabdus starnbergensis",negative
130849,MJ01,"DSM 29349, JCM 16242, KCTC 22449",1,"Rhodanobacter caeni",negative
17525,2APBS1,"DSM 23569, JCM 17641",1,"Rhodanobacter denitrificans",negative
17517,,"DSM 18449, IAM 15025, KCTC 12098, CCUG 51445, LMG 23003, JCM 21488, NBRC 103168, Jip 02, Jip 2",1,"Rhodanobacter fulvus",negative
17516,GR177,"DSM 18993, KACC 11762",1,"Rhodanobacter ginsengisoli",negative
17520,,"DSM 21013, KACC 12822, KCTC 22231, LMG 24457, Gsoil 3054",1,"Rhodanobacter ginsenosidimutans",negative
140469,RS22,"KEMB 9005-480, KACC 19048, NBRC 112473",1,"Rhodanobacter humi",negative
159720,G-5-5,"KEMB 9005-533, KACC 19113, NBRC 112685",1,"Rhodanobacter hydrolyticus",negative
17524,LnR5-47,"DSM 21014, KACC 12826, KCTC 22232, LMG 24460",1,"Rhodanobacter panaciterrae",negative
140574,CR164,"KACC 18699, NBRC 111845",1,"Rhodanobacter rhizosphaerae",negative
