"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
1386,BH030062,"DSM 16287",1,"Pontibacillus chungwhensis",positive
1388,,"DSM 19796, CCTCC AA 207029, KCTC 13190, JSM 076056, CIP 110065",1,"Pontibacillus halophilus",positive
1389,,"DSM 21186, KCTC 13237, JSM 072002",1,"Pontibacillus litoralis",positive
1387,"BH030004, 10.101","DSM 16465, KCTC 3917",1,"Pontibacillus marinus",positive
133153,9DM,"KCTC 33742, LMG 29102, CGMCC 1.15353",1,"Pontibacillus salipaludis",positive
133880,CL-TW6,"KCCM 90105, JCM 18206",1,"Pontimonas salivibrio",positive
140497,2D-4,"KCTC 33576, CFCC 11886",1,"Populibacterium corticicola",positive
164262,,"JCM 32460, LMG 30312, EAG 3",1,"Pradoshia eiseniae",positive
13320,,"DSM 45266, CCTCC AA 208053, YIM 90636, JCM 33234",1,"Prauserella aidingensis",positive
13323,"MS 498","DSM 45268, CCTCC AA 208056, JCM 18301, CGMCC 4.5506, NBRC 105212",1,"Prauserella marina",positive
13322,05-Be-005,"DSM 45305, CCM 7635, CCUG 57426, NRRL B-24780, JCM 17974",1,"Prauserella muralis",positive
13318,,"DSM 45264, CCTCC AA 208051, YIM 90625, JCM 33232",1,"Prauserella salsuginis",positive
13319,,"DSM 45265, CCTCC AA 208052, YIM 90630, JCM 33233",0,"Prauserella salsuginis",positive
13321,,"DSM 45267, CCTCC AA 208054, YIM 90694, JCM 33235",1,"Prauserella salsuginis",positive
1203,2DT,"DSM 13796, JCM 12211, CIP 106778, KCTC 13922, UCM B-5715",1,"Priestia endophytica",positive
1244,7.101,"DSM 16467, KCTC 3914, BR 030, CIP 110015",1,"Priestia koreensis",positive
132440,1C-HV12,"DSM 100490, CGMCC 4.7283, JCM 31782",1,"Promicromonospora alba",positive
23200,,"DSM 23716, JCM 19560, NRRL B-24816, EUM 273",1,"Promicromonospora endophytica",positive
130974,"HM 533","DSM 45485, CECT 8709, UTMC 00533, UTMC 533",1,"Promicromonospora kermanensis",positive
12604,RS16,"DSM 19349, LMG 24382, JCM 16033",1,"Promicromonospora kroppenstedtii",positive
141045,NEAU-GS50,"CGMCC 4.7398, DSM 104515",1,"Promicromonospora soli",positive
12608,S7F-02,"DSM 26652, BCC 41922, JCM 17130, NBRC 112721",1,"Promicromonospora thailandica",positive
12606,09-Be-007,"DSM 22081, CCM 7634, CCUG 57424, JCM 17975",1,"Promicromonospora umidemergens",positive
12607,,"DSM 21603, CCTCC AA 208046, JCM 19561, YIM 61515",1,"Promicromonospora xylanilytica",positive
12659,"C3M-31, C3M_31","DSM 21887, CCUG 57100, CIP 110570, JCM 16571",1,"Propionibacterium acidifaciens",positive
160818,JV5,"DSM 106771, TISTR 2629",1,"Propionibacterium ruminifibrarum",positive
141046,TEYR-7,"CCTCC AB 2015257, KCTC 33808",1,"Propioniciclava sinopodophylli",positive
158818,"Y1A-10 4-9-1","CCTCC AB 2016249, KCTC 15566, LMG 29810",1,"Propionicimonas ferrireducens",positive
166527,2DFWR-13,"KACC 19321, NBRC 113050",1,"Protaetiibacter intestinalis",positive
18078,GW,"DSM 21650, CGMCC 1.5055, JCM 14574",1,"Proteiniborus ethanoligenes",positive
158351,BA2-13,"DSM 103060, LMG 29818",1,"Proteiniborus indolifex",positive
18080,PPP2,"DSM 23131, CIP 108034, JCM 12175, ATCC BAA 755",1,"Proteocatella sphenisci",positive
7620,4C1-a,"DSM 18782, KCTC 19209",1,"Pseudarthrobacter defluvii",positive
130419,LC4,"DSM 28855, CCTCC AB 206012, IAM 15382, JCM 30147, JCM 21826",1,"Pseudarthrobacter niigatensis",positive
7622,Sphe3,"DSM 18606, LMG 23796, JCM 16027",1,"Pseudarthrobacter phenanthrenivorans",positive
24196,4J27,"DSM 28024, CECT 8257, LMG 27359",1,"Pseudarthrobacter siccitolerans",positive
7481,"MJ28, H17-1","DSM 26484, JCM 16921, KCTC 19773",1,"Pseudoclavibacter caeni",positive
7480,,"DSM 23821, CCUG 58142, KCTC 22691, CAU 59",1,"Pseudoclavibacter chungangensis",positive
132433,,"DSM 29943, CGMCC 1.15081, KCTC 39112, EGI 60007, JCM 30633",1,"Pseudoclavibacter endophyticus",positive
7475,,"DSM 20419, ATCC 13715, CIP 108565, JCM 9491, CCUG 43303, IFO 15775, TISTR 1509, IAM 14726, LMG 21450, NBRC 15775",1,"Pseudoclavibacter helvolus",positive
7479,KP02,"DSM 23366, JCM 15058, KCTC 19255",1,"Pseudoclavibacter soli",positive
7476,,"DSM 17446, IAM 15030, JCM 12866, NBRC 15706, TISTR 1514, ATCC 13722, CCUG 37873, CCUG 38434, CIP 108568, IFO 15706, NCTC 11398",0,"Pseudoclavibacter sp.",positive
7477,A59836,"DSM 17449, IAM 14724, NBRC 15616, TISTR 1510, CCUG 50212, IFO 15616, JCM 12865, CIP 108566",0,"Pseudoclavibacter sp.",positive
158768,DT7-02,"KCTC 33854, JCM 31192",1,"Pseudogracilibacillus endophyticus",positive
140619,NIOT.bflm.S4,"TBRC 5831, MTCC 12376, KACC 18456, JCM 31390",1,"Pseudogracilibacillus marinus",positive
141047,SKC1-2,"DSM 103726, KCCM 43221",1,"Pseudokineococcus basanitobsidens",positive
134182,KST3-3,"KCCM 42250, NRRL B-24439, JCM 14547, NBRC 102111",1,"Pseudokineococcus marinus",positive
7345,MSL-13,"DSM 19272, JCM 16015, KACC 21108, KCTC 19267, NBRC 108894, MSL 13",1,"Pseudolysinimonas kribbensis",positive
164624,PS24,"JCM 33654, CECT 9941, LMG 31497",1,"Pseudomonas akapageensis",positive
13400,,"DSM 45401, BCC 28481, NBRC 104274, NRRL B-24609, GMKU 095, TISTR 1862, JCM 16707, CIP 110060",1,"Pseudonocardia acaciae",positive
13405,,"DSM 45352, ACM 5286, JCM 18302, EUM 221, EUM 211 (erroneously)",1,"Pseudonocardia adelaidensis",positive
13398,,"DSM 44979, JCM 16009, KCTC 19315, YIM 45505",1,"Pseudonocardia ailaonensis",positive
13393,"H9, CMGCC 4.1877","DSM 44958, CGMCC 4.1877, JCM 12462, CIP 109186",1,"Pseudonocardia ammonioxydans",positive
13382,,"DSM 45322, CCTCC M2011255, SCSIO 01299",1,"Pseudonocardia antitumoralis",positive
133626,,"DSM 45313, CCTCC AA2 08081, YIM 63587",1,"Pseudonocardia artemisiae",positive
13403,VN05A0561,"DSM 45574, CIP 110219, NBRC 105793, VTCC A-1757",1,"Pseudonocardia babensis",positive
13387,B5,"DSM 44703, CIP 107928, CCUG 49018, JCM 12694",1,"Pseudonocardia benzenivorans",positive
13399,Y8,"DSM 45349, JCM 14827, KCCM 42678",1,"Pseudonocardia carboxydivorans",positive
13386,SL-1,"DSM 44698, ATCC BAA 742, JCM 12679, NCIMB 14322",1,"Pseudonocardia chloroethenivorans",positive
24447,"KT2142, 5DSM 45511","DSM 45511, KCTC 29067, NRRL B-24882",1,"Pseudonocardia cypriaca",positive
13392,,"DSM 44775, ATCC 55486, JCM 13855, CB 1190",1,"Pseudonocardia dioxanivorans",positive
13397,,"DSM 44969, CCTCC AA 206026, KCTC 19150, YIM 56035, JCM 16220, BCRC 16906",1,"Pseudonocardia endophytica",positive
24449,"PM2084, 5NRRL B-24879","DSM 45671, KCTC 29068, NRRL B-24879",1,"Pseudonocardia hierapolitana",positive
13383,"LM 157","DSM 44525, IMSNU 50583, KCTC 9990, NBRC 100380, JCM 11896, CGMCC 1.3640, CIP 108046, VKM Ac-2517",1,"Pseudonocardia kongjuensis",positive
24450,"A4038, 5DSM 45670, 5NRRL B-24890","DSM 45670, KCTC 29062, NRRL B-24890",1,"Pseudonocardia kujensis",positive
158253,NEAU-G57,"DSM 105123, CGMCC 4.7397, JCM 32387",1,"Pseudonocardia lutea",positive
159738,,"TBRC 7778, NBRC 113150, SMC 195",1,"Pseudonocardia mangrovi",positive
140347,ATK03,"DSM 104088, CECT 9183",1,"Pseudonocardia nigra",positive
13402,04-St-002,"DSM 45256, CCM 7582, CCUG 56962, JCM 16609",1,"Pseudonocardia parietis",positive
140580,GY0556,"MCCC 1A10574, KCTC 39641",1,"Pseudonocardia profundimaris",positive
132903,,"DSM 104647, CCTCC AA 2010002, KCTC 19781, KLBMP 1115",1,"Pseudonocardia sichuanensis",positive
158711,NW8-21,"BCC 58125, NBRC 109519",1,"Pseudonocardia soli",positive
13391,"LM 141","DSM 44797, IMSNU 50581, JCM 11935, KCTC 9991, NRRL B-24156, BCRC 16382, CIP 108013",1,"Pseudonocardia spinosispora",positive
13395,K1,"DSM 44239, CIP 109050, CCUG 52126, JCM 14745",1,"Pseudonocardia tetrahydrofuranoxydans",positive
140671,CMU-NKS-70,"JCM 31292, TBRC 2000",1,"Pseudonocardia thailandensis",positive
13404,,"DSM 45199, CCTCC AA 208018, YIM 61452, JCM 19149",1,"Pseudonocardia tropica",positive
13412,,"DSM 45635, JCM 17906, KCTC 29005, YIM 63638, BCRC 16943",1,"Pseudonocardia xishanensis",positive
23793,DPTE4,"DSM 24744, CCM 7942, KCTC 15323",1,"Pseudoscardovia suis",positive
8042,3-44-a(19),"DSM 45348, BCC 72027, JCM 14710, MTCC 9007",1,"Pseudosporangium ferrugineum",positive
158270,NEAU-3TGS17,"DSM 100484, CGMCC 1.15308",1,"Psychrobacillus lasiicapitis",positive
159836,,"JCM 31143, KACC 19070, MCC 2780, MTCC 12460, IHBB 11108",1,"Psychromicrobium lacuslunae",positive
159736,T8,"CGMCC 1.15924, KCTC 333888",1,"Pueribacillus theae",positive
133210,7578-24,"CGMCC 1.15371, JCM 31236",1,"Pullulanibacillus camelliae",positive
14408,UG-2,"DSM 19429, LMG 24205",1,"Pullulanibacillus uraniitolerans",positive
140646,MI-28,"KCTC 29239, LMG 27848, BCRC 80688",1,"Puzihella rosea",positive
6329,AG-019,"DSM 44889, ATCC BAA 1104, CIP 108941, JCM 16010, NBRC 106147",1,"Quadrisphaera granulorum",positive
133021,LZ-22,"DSM 100494, ATCC TSD-18, JCM 30886",1,"Raineyella antarctica",positive
158789,DL-329,"VKM Ac-2121, LMG 22542",1,"Rathayibacter oskolensis",positive
141114,,"CGMCC 1.5219, KCTC 15623, DSM 105239, SYSU GA15001",1,"Rhabdanaerobium thermarum",positive
141093,FH13,"CCBAU 101094, HAMBI 3626, LMG 28672",1,"Rhizobium acidisoli",positive
11048,,"DSM 45380, CCTCC AA 209042, YIM 65754",1,"Rhodococcus artemisiae",positive
11030,A1-22,"DSM 44587, JCM 11411, GTC 1041, BCRC 16819, CCM 8450, CIP 108436, IAM 15238, NBRC 100611, NCIMB 14262",1,"Rhodococcus erythropolis",positive
133767,,"KCTC 19851, JCM 17578, DSM 46692, MBRL 353",1,"Rhodococcus canchipurensis",positive
23161,"C5, C5(2010)","DSM 45579, CCM 7906, LMG 26203, CCUG 60725",1,"Rhodococcus cerastii",positive
159878,JC435,"KCTC 39856, LMG 29881, MCC 3659",1,"Rhodococcus electrodiphilus",positive
11033,W4937,"DSM 44689, NCTC 13296, JCM 12658",1,"Rhodococcus gordoniae",positive
141077,,"KACC 18500, NBRC 111581, UC 33",1,"Rhodococcus humicola",positive
11044,"RKJ 300","DSM 45091, CIP 109333, JCM 13270, MTCC 7085, NCIMB 14316",1,"Rhodococcus opacus",positive
11041,K07-23,"DSM 44908, JCM 13011, MTCC 6634, CIP 109246, NBRC 103113, NCIMB 14317",1,"Rhodococcus kroppenstedtii",positive
11045,DS472,"DSM 45159, CCTCC AB 206088, CIP 109729, IAM 15415, JCM 23211",1,"Rhodococcus kyotonensis",positive
11050,,"DSM 45608, CCTCC AB 2011024, SCSIO 10187",1,"Rhodococcus nanhaiensis",positive
158727,Ktm-20,"KEMB 9005-695, KACC 19390, JCM 32206",1,"Rhodococcus olei",positive
141076,,"KACC 18499, NBRC 111580, UC 12",1,"Rhodococcus pedocola",positive
11046,djl-6,"DSM 45222, CGMCC 1.6580, KCTC 19205, JCM 15477, CCM 8451",1,"Rhodococcus erythropolis",positive
11047,djl-6-2,"DSM 45257, CCTCC AB 208292, JCM 16906, CCM 8452",0,"Rhodococcus erythropolis",positive
133063,H004,"DSM 102881, NCAIM B.02632",1,"Rhodococcus sovatensis",positive
158522,C9-28,"DSM 107559, KACC 19823",1,"Rhodococcus subtropicus",positive
11039,,"DSM 44892, CCUG 50202, IMMIB RIV-085, JCM 13396, NBRC 103116",1,"Rhodococcus triatomae",positive
134108,,"CCTCC AA 204007, KCTC 19021, DSM 44837, YIM 70056, JCM 13366, IAM 15239, NBRC 103083, NBRC 103115, CIP 108798",1,"Rhodococcus yunnanensis",positive
159679,27D-LEPI,"DSM 107804, JCM 32926",1,"Rhodoluna limnophila",positive
23713,8-4-E13,"DSM 23948, LMG 27602",1,"Robertmurraya andreesenii",positive
134345,PPC31,"CCUG 48729, NRRL B-23985",1,"Robinsoniella peoriensis",positive
158358,FRIFI,"DSM 28814, KCTC 15553",1,"Romboutsia hominis",positive
1224,TF-11,"DSM 16204, JCM 11544, KCCM 41588, CIP 108135",1,"Rossellomorea marisflavi",positive
1258,15-1,"DSM 18898, CIP 108672, HSCC 1663, JCM 11124, NRIC 0531, NRRL B-23890, BCRC 80102, LMG 24742, NBRC 101237",1,"Rossellomorea vietnamensis",positive
7780,"A 1-17B","CCUG 51932, JCM 11412, DSM 14556, GTC 867, CIP 108437, IFM 10514, NCIMB 14248",1,"Rothia aeria",positive
132581,140917-MRSA-09,"DSM 102816, CCM 8669, LMG 29446, JCM 31759",1,"Rothia aerolata",positive
24206,,"DSM 26247, JCM 18541, YIM 67072",1,"Rothia endophytica",positive
7661,,"DSM 18442, CCTCC AB 206069, JCM 31975, KCTC 19172, YIM 90716",1,"Rothia halotolerans",positive
7664,P31,"DSM 23367, JCM 15915, KCTC 19595, CIP 110210",1,"Rothia koreensis",positive
24205,,"DSM 21080, KCTC 19432, JSM 078151",1,"Rothia marina",positive
7783,L-143,"DSM 22277, BCRC 17588, LMG 23708, CCUG 55855, JCM 15158",1,"Rothia terrae",positive
17802,,"DSM 21368, CCTCC AB 208069, KCTC 19413, YIM 93306, JCM 19145, NBRC 109067",1,"Ruania alba",positive
17801,3-6,"DSM 18029, CGMCC 4.3142, JCM 13910, PCM 2644, NBRC 106322",1,"Ruania albidiflava",positive
158400,ResAG-85,"DSM 105129, JCM 32272",1,"Rubneribacter badeniensis",positive
158426,,"DSM 105148, CGMCC 1.16398, SCSIO 08198, JCM 33406",1,"Rubrobacter indicoceani",positive
14035,P-1,"DSM 5868, ATCC 51242, DSM 46359, IAM 12072, JCM 2153, BCRC 17324, CIP 106991, IFO 14777, IMET 11468, NBRC 14777, NCIMB 12766, VKM Ac-1989",1,"Rubrobacter radiotolerans",positive
134093,LS-293,"ATCC BAA 406, BCRC 17173, JCM 12932",1,"Rubrobacter taiwanensis",positive
14036,PRD-1,"DSM 9941, IFO 16129, NBRC 16129, JCM 11954, CIP 105412, NBRC 100952",1,"Rubrobacter xylanophilus",positive
22986,HOR6-4,"DSM 19560, KACC 12637",1,"Rudaeicoccus suwonensis",positive
133989,5GHs34-4,"KACC 15523, NBRC 108754",1,"Rudaibacter terrae",positive
8048,"Delta1, ID 143706","DSM 45227, JCM 18304, NBRC 104874",1,"Rugosimonospora acidiphila",positive
8049,Delta3,"DSM 45228, JCM 18305, NBRC 104875",1,"Rugosimonospora africana",positive
2760,H10,"DSM 5812, ATCC 35319, JCM 6584",1,"Ruminiclostridium cellulolyticum",positive
17686,18P13,"DSM 18848, JCM 17042, KCTC 15320",1,"Ruminococcus champanellensis",positive
17685,CCRI-16110,"DSM 19829, CCUG 54292, JCM 14987, NML 060141, CIP 109512",1,"Ruminococcus gauvreauii",positive
18132,KSC-SF6g,"DSM 25578, NBRC 104870, NRRL B-51320",1,"Rummeliibacillus stabekisii",positive
140934,WLJ055,"CGMCC 1.15276, KCTC 33693",1,"Saccharibacillus deserti",positive
133027,JM-1350,"DSM 103533, CCM 8702, LMG 29710",1,"Saccharibacillus endophyticus",positive
11668,HR1,"DSM 22868, CGMCC 1.6964, JCM 14865, KCTC 13182",1,"Saccharibacillus kuerlensis",positive
133208,H6,"CCTCC AB 2016001, JCM 31172",1,"Saccharibacillus qingshengii",positive
23219,DS3030,"DSM 45685, KCTC 29069, NRRL B-24885",1,"Saccharomonospora amisosensis",positive
13433,NA-128,"DSM 44631, ATCC 43670, IFO 14651, JCM 7551, KCTC 9475, KCTC 9693, MTCC 1552, NBRC 14651, NCIMB 12630, SIIA 86128, BCRC 16220, CGMCC 4.1328, IMSNU 20117, IFO (now NBRC) 14651",1,"Saccharomonospora azurea",positive
158550,S265,"TBRC 7235, NBRC 112945",1,"Saccharomonospora colocasiae",positive
13430,"NA-134, IFO(now NBRC) 14841","DSM 44106, ATCC 43724, IFO 14841, JCM 7552, KCTC 9478, KCTC 9659, NBRC 14841, SIIA 88134, CGMCC 4.1327, IMSNU 20119, MTCC 1550, SIIA 86134",1,"Saccharomonospora cyanea",positive
13436,15,"DSM 45390, CCTCC AA 209048, KCTC 19701, XMU 15",1,"Saccharomonospora marina",positive
158719,06168H-1,"BCRC 16893, KCTC 19743",1,"Saccharomonospora piscinae",positive
13435,,"DSM 45087, CCTCC AB 207003, KCTC 19234, YIM 90502, JCM 15627",1,"Saccharomonospora saliphila",positive
133238,,"TRM 41495, CCTCC AA 2015038, KCTC 39727",1,"Saccharomonospora xiaoerkulensis",positive
133357,,"CCTCC AA 2012014, JCM 30185, TRM 46074",1,"Saccharopolyspora aidingensis",positive
13467,"05-74, I05-00074","DSM 45119, CCM 7463, KCTC 19303, JCM 16610, CPCC 201024",1,"Saccharopolyspora antimicrobica",positive
13465,,"DSM 45019, CIP 109355, SPE 10-1, JCM 18116",1,"Saccharopolyspora cebuensis",positive
24454,,"DSM 46699, KCTC 19889, NBRC 108675, KLBMP 1305",1,"Saccharopolyspora dendranthemae",positive
158633,,"KCTC 39989, CPCC 204620, SYSU D8010",1,"Saccharopolyspora deserti",positive
13458,07,"DSM 44771, AS 4.1520, IFO 16345, JCM 10665, KCTC 19905, NBRC 16345, CGMCC 4.1520",1,"Saccharopolyspora flava",positive
13473,,"DSM 45582, CCTCC AA 207006, KCTC 19243, YIM 60513, JCM 30582, BCRC 16909",1,"Saccharopolyspora gloriosae",positive
13460,,"DSM 45007, KCTC 19162, YIM 90500, JCM 16221",1,"Saccharopolyspora halophila",positive
13470,W12,"DSM 45556, CGMCC 4.3529, JCM 14613",0,"Saccharopolyspora kobensis",positive
24452,,"DSM 45975, CCTCC AA 2010012, KCTC 19987, TRM 40133",1,"Halosaccharopolyspora lacisalsi",positive
159824,3SS5-12,"NBRC 112863, TBRC 7048",1,"Saccharopolyspora maritima",positive
13474,SR8.15,"DSM 45584, BCC 35844, NRRL B-24798, TISTR 1921, JCM 16708, NBRC 106097",1,"Saccharopolyspora phatthalungensis",positive
13466,,"DSM 45088, KCTC 19235, YIM 91168, CCTCC AB 206032",1,"Saccharopolyspora qijiaojingensis",positive
166478,H219,"TBRC 8564, NBRC 113388",1,"Saccharopolyspora rhizosphaerae",positive
13471,,"DSM 45226, CCUG 56401, IMMIB L-1070, JCM 19121",1,"Saccharopolyspora rosea",positive
13469,"strain 88","DSM 45244, CGMCC 4.3530, JCM 14614",1,"Saccharopolyspora shandongensis",positive
13464,,"DSM 45425, CCTCC AA 208003, KCTC 19397, YIM 61095",0,"Saccharopolyspora sp.",positive
140589,,"DSM 103218, NRRL B-65384, CMAA 1452",1,"Saccharopolyspora spongiae",positive
132513,T3,"DSM 46801, CGMCC 4.7206, JCM 33044",1,"Saccharopolyspora subtropica",positive
13472,,"DSM 45269, CCTCC AA 208062, YIM 65359, JCM 32123",1,"Saccharopolyspora tripterygii",positive
13485,"SA 233","DSM 44581, NRRL B-24137, JCM 13242, NBRC 101915",1,"Saccharothrix algeriensis",positive
13487,Sa181,"DSM 45457, CCUG 60214",1,"Saccharothrix hoggarensis",positive
132669,MB27,"DSM 46885, CECT 9045",1,"Saccharothrix isguenensis",positive
132340,YIMLPA2h,"DSM 46881, CGMCC 4.7246, KCTC 39545, YIM LPA2h, JCM 30635",1,"Saccharothrix lopnurensis",positive
24455,Sa152,"DSM 45456, CCUG 60213",1,"Saccharothrix saharensis",positive
13489,Hhs.015,"DSM 45665, CGMCC 4.5627, KCTC 19722",0,"Saccharothrix sp.",positive
13491,D409-5,"DSM 43911, ATCC 31203, IFO 14104, JCM 3273, KCC A-0273, NBRC 14104, NRRL B-16296, BCRC 12047",1,"Saccharothrix variisporea",positive
13490,"YU 692-1","DSM 45084, KCTC 19326, NBRC 102064, JCM 16955",1,"Saccharothrix violaceirubra",positive
13486,PYX-6,"DSM 44896, AS 4.1731, JCM 12329, CGMCC 4.1731, NBRC 101911, NRRL B-24321",1,"Saccharothrix xinjiangensis",positive
1680,Se-3111,"DSM 13521, JCM 13524, NBRC 104395, NRRL B-24118",1,"Salana multivorans",positive
1284,17-5,"DSM 18341, CGMCC 1.3227",1,"Salibacterium aidingense",positive
1298,,"DSM 21373, LMG 24571, MSS 4",1,"Salibacterium halochares",positive
158766,GSS13,"KCTC 33792, MCCC 1K00567",1,"Salibacterium lacus",positive
159796,SMB4,"MTCC 12633, KCTC 33876, JCM 32187",1,"Salibacterium nitratireducens",positive
1276,CM1,"DSM 21621, CGMCC 1.6134, JCM 14087, CIP 109642",1,"Salibacterium qingdaonense",positive
1246,"BH 169","DSM 16461, CIP 109218, KCTC 3912, DSM 28800",1,"Salibacterium salarium",positive
132562,J11Y309,"DSM 46875, CGMCC 4.7242, LMG 29297",1,"Salilacibacter albus",positive
22968,Zn2,"DSM 24770, JCM 17796",1,"Salimesophilobacter vulgaris",positive
1551,ISL-25,"DSM 23127, CCUG 56755, KCTC 13260, ISL -25",1,"Salimicrobium flavidum",positive
134252,BY-5,"KCTC 3989, CIP 108918",1,"Salimicrobium luteum",positive
11266,CXB832,"DSM 45442, LMG 25567, JCM 17137",1,"Salinactinospora qingdaonensis",positive
134051,J4,"CGMCC 1.12331, JCM 18732",1,"Salinibacillus xinjiangensis",positive
7489,0543,"DSM 22272, CGMCC 1.5381, JCM 13926",1,"Salinibacterium xinjiangense",positive
14437,YIM-Y21,"DSM 19776, CCTCC AA 207024, KCTC 13192",1,"Salinicoccus albus",positive
133151,JC304,"KCTC 33661, LMG 28757",1,"Salinicoccus amylolyticus",positive
14438,Crm,"DSM 23852, JCM 15796, KCTC 13301",1,"Salinicoccus carnicancri",positive
14435,W24,"DSM 19336, CGMCC 1.6501",1,"Salinicoccus halodurans",positive
14434,QW6,"DSM 18903, CCM 7448, JCM 19027, CCUG 56052",1,"Salinicoccus iranensis",positive
14430,S2R53-5,"DSM 22324, KCTC 13030, LMG 23640, JCM 16981",1,"Salinicoccus jeotgali",positive
14433,,"DSM 17847, CGMCC 1.6302, YIM Y15",1,"Salinicoccus kunmingensis",positive
14431,,"DSM 17002, CGMCC 1.6511, JCM 19028, KCTC 3941, YIM 70202, CIP 109745",1,"Salinicoccus luteus",positive
23290,ZXM223,"DSM 27102, CGMCC 1.8895, LMG 24855",1,"Salinicoccus qingdaonensis",positive
14432,PN1-2,"DSM 21576, JCM 12822, PCU 242, TISTR 1562, CIP 109726",1,"Salinicoccus siamensis",positive
24451,H53,"DSM 45606, CCUG 63370, CECT 8304",1,"Salinifilum ghardaiense",positive
141050,Miq-12,"IBRCM 11033, LMG 28390",1,"Salinifilum proteinilyticum",positive
132265,,"DSM 103380, CCTCC AA 2013002, KACC 17683, NRRL B-24926, TRM 49201",0,"Salininema proteolyticum",positive
8027,,"DSM 44819, ATCC BAA 917, CIP 108942, JCM 13856, CNH 643, BCRC 16821, NBRC 105043",1,"Salinispora arenicola",positive
8026,,"DSM 44818, ATCC BAA 916, CIP 108943, JCM 13857, CNB 440, BCRC 16822, NBRC 105044",1,"Salinispora tropica",positive
1120,"PN 105, AC 13","DSM 8721, ATCC 700163",1,"Salipaludibacillus agaradhaerens",positive
140829,S9,"KCTC 33633, LMG 28644",1,"Salipaludibacillus aurantiacus",positive
159861,GASy1,"IBRC M 10902, LMG 28385",1,"Salipaludibacillus halalkaliphilus",positive
1293,,"DSM 19794, CCTCC AB 207161, KCTC 13187, JSM 071004",1,"Salipaludibacillus neizhouensis",positive
1546,,"DSM 19612, CIP 108577, LMG 22839",1,"Salirhabdus euzebyi",positive
158295,BH128,"DSM 19924, KACC 18690, NBRC 111874",1,"Salirhabdus salicampi",positive
1295,MLTeJB,"DSM 22320, ATCC BAA 1786, KCTC 15200",1,"Salisediminibacterium beveridgei",positive
1571,halo-2,"DSM 26530, CGMCC 1.7654, NBRC 104935",1,"Salisediminibacterium halotolerans",positive
23765,X4B,"DSM 27696, IBRC-M 10629, KCTC 13827",1,"Saliterribacillus persicus",positive
23763,halo-1,"DSM 28389, CGMCC 1.7653, NBRC 104934",1,"Salsuginibacillus halophilus",positive
1548,CH9d,"DSM 18087, CCM 7365, CECT 7154, CGMCC 1.6287",1,"Salsuginibacillus kocurii",positive
14042,,"DSM 18966, JCM 14623, KCTC 13143, Kopri 21702",1,"Sanguibacter antarcticus",positive
133099,ISLP-3,"DSM 100501, ATCC TSD-17, JCM 30887",1,"Sanguibacter gelidistatuariae",positive
1765,"C1A-55, C1A_55","DSM 22547, CCUG 58090, KCTC 15141",1,"Scardovia wiggsiae",positive
180,"IFR M2289/98/2","DSM 15536, CCUG 41706, CIP 106351",1,"Schaalia canis",positive
181,"Hudd B9912678","DSM 15537, CCUG 42773, CIP 106713, KCTC 15233",1,"Schaalia funkei",positive
162,D145A-07,"DSM 6843, ATCC 49285, CCUG 32935, VPI D145A-07",1,"Schaalia georgiae",positive
161,,"CCUG 21024, LMG 16161, DSM 20733, ATCC 35568, CIP 103148, VPI 8617, PIP 2477B",1,"Schaalia meyeri",positive
182,"SVA 489II","DSM 15538, CCUG 39276, CIP 106779",1,"Schaalia suimastitidis",positive
185,,"DSM 15804, CCUG 46091, CIP 107423",1,"Schaalia vaccimaxillae",positive
159203,TLL-A1,"DSM 106076, KCTC 15657",1,"Schaedlerella arabinosiphila",positive
599,"1, BAI","CCUG 28517, NRRL B-14310, DSM 1046, ATCC 29788, CCM 2849, CIP R925, JCM 12210, BCRC 15923, BCRC 16018, CIP 77.28, HAMBI 1884, IFO 15712, KCTC 3447, LMG 9581, NBRC 15712, NCCB 93150, NCIMB 11859, NRRL B-14522",1,"Schinkia azotoformans",positive
24131,LY-73,"DSM 28193, CCTCC M 2011481, KACC 16878",1,"Schleiferilactobacillus shenzhenensis",positive
13510,,"DSM 45152, CCTCC AA 208009, KCTC 19433, SCSIO 00231, JCM 16222, NBRC 106527",1,"Sciscionella marina",positive
133011,ZQ18-1,"DSM 28236, CICC 10824",1,"Scopulibacillus daqui",positive
6697,,"DSM 19909, BCRC 17810, JCM 15043, YIT 11304, LMG 30911",1,"Secundilactobacillus odoratitofui",positive
24133,,"DSM 26518, JCM 18671, KCTC 21047, SG 293",1,"Secundilactobacillus oryzae",positive
6596,LA2,"DSM 15502, JCM 11969, BCRC 80778, CIP 108394, LMG 22473, VTT E-042481",1,"Secundilactobacillus paracollinoides",positive
140410,IWT25,"DSM 102974, JCM 31145, LMG 30918",1,"Secundilactobacillus pentosiphilus",positive
24138,IWT126,"DSM 27022, JCM 19001, KCTC 21050",1,"Secundilactobacillus silagei",positive
140409,IWT5,"DSM 102973, JCM 31144, LMG 30917",1,"Secundilactobacillus silagincola",positive
6694,M36,"DSM 23365, JCM 2765, LMG 23904, BCRC 80777, CIP 110209",1,"Secundilactobacillus similis",positive
1556,NHBX-5,"DSM 19340, CGMCC 1.6502, CIP 110033",1,"Sediminibacillus albus",positive
