,Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Molecule,Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs
9002,KJ206562,positive,138134,False,30.387,DNA,212,71.6981132075472,28.3018867924528,90.5048720807332,4
9003,KJ206561,positive,139542,False,30.422,DNA,214,71.0280373831776,28.9719626168224,90.1742844448266,4
9004,KJ206559,positive,142096,False,30.396,DNA,218,71.5596330275229,28.4403669724771,89.9933847539692,4
9005,KX889068,negative,78145,False,43.158,DNA,110,21.8181818181818,78.1818181818182,95.4763580523386,0
9006,MF370965,negative,33906,False,40.668,DNA,53,35.8490566037736,64.1509433962264,87.3827641125465,0
9007,MF370964,negative,120295,False,35.844,DNA,186,50.0,50.0,86.8606342740762,3
9008,MF479730,negative,162422,False,41.127,DNA,237,16.4556962025316,83.5443037974684,92.530568519043,15
9009,MF448340,negative,229929,True,38.717,DNA,411,86.1313868613139,13.8686131386861,94.4404577065094,10
9010,KM359505,negative,197361,False,34.321,DNA,260,96.9230769230769,3.07692307692308,96.2317783148646,0
9011,KY829116,negative,45888,False,37.626,DNA,90,13.3333333333333,86.6666666666667,94.782949790795,0
9012,MF356679,negative,91159,False,47.01,DNA,113,37.1681415929204,62.8318584070796,89.2835594949484,4
9013,KY670595,negative,45415,False,37.578,DNA,88,88.6363636363636,11.3636363636364,94.1847407244303,0
9014,KY290958,negative,173097,False,43.893,DNA,252,15.4761904761905,84.5238095238095,93.8138731462706,17
9015,KY290957,negative,174311,False,43.831,DNA,252,15.4761904761905,84.5238095238095,93.2740905622709,17
9016,KY290956,negative,173578,False,43.864,DNA,254,15.3543307086614,84.6456692913386,93.6241920058994,17
9017,KY290955,negative,236567,True,37.154,DNA,423,16.548463356974,83.451536643026,94.2168603397769,17
9018,KY290954,negative,43551,False,55.422,DNA,81,69.1358024691358,30.8641975308642,94.1516842322794,0
9019,KY290953,negative,43551,False,55.427,DNA,81,69.1358024691358,30.8641975308642,94.1516842322794,0
9020,KY290952,negative,48252,False,56.619,DNA,82,89.0243902439024,10.9756097560976,89.5610544640637,0
9021,KY290951,negative,172957,False,43.916,DNA,251,15.5378486055777,84.4621513944223,93.8100221442324,17
9022,KY290950,negative,46057,False,53.972,DNA,87,100.0,0.0,91.8231756301974,0
9023,KY290949,negative,47977,False,56.802,DNA,79,89.873417721519,10.126582278481,89.2677741417763,0
9024,KY290948,negative,173590,False,43.88,DNA,252,15.4761904761905,84.5238095238095,93.2985771069762,17
9025,KY290947,negative,46349,False,57.02,DNA,80,90.0,10.0,90.6945133659842,0
9026,KY979132,negative,156281,False,58.738,DNA,256,95.703125,4.296875,94.8829352256512,3
9027,MF481197,negative,45385,False,43.217,DNA,51,100.0,0.0,94.4276743417429,1
9028,KY794643,positive,139997,False,30.863,DNA,207,75.3623188405797,24.6376811594203,90.3305070822946,1
9029,KY794642,positive,143734,False,30.863,DNA,212,75.0,25.0,90.3175309947542,1
9030,KY794641,positive,142934,False,30.512,DNA,219,74.4292237442922,25.5707762557078,90.2780304196342,4
9031,KX258185,negative,168272,False,39.321,DNA,274,16.4233576642336,83.5766423357664,94.5142388513835,16
9032,KT630649,positive,40740,False,49.912,DNA,57,77.1929824561403,22.8070175438596,88.0854197349043,0
9033,KT240186,negative,43872,False,52.186,DNA,57,98.2456140350877,1.75438596491228,94.5705689277899,0
9034,MF150911,negative,42091,False,62.165,DNA,53,50.9433962264151,49.0566037735849,94.0604879903067,0
9035,MF402939,negative,110901,False,39.162,DNA,163,28.2208588957055,71.7791411042945,86.4356498137979,27
9036,KY860935,positive,47657,False,45.532,DNA,79,40.5063291139241,59.4936708860759,88.8222086996664,0
9037,KY065149,negative,46318,False,48.307,DNA,48,0.0,100.0,91.681419750421,0
9038,KY065148,negative,69396,False,34.573,DNA,105,15.2380952380952,84.7619047619048,87.0640959133091,1
9039,KY065147,negative,124261,False,37.084,DNA,222,45.945945945946,54.0540540540541,88.0557858056832,0
9040,KY417925,negative,59782,False,56.243,DNA,72,48.6111111111111,51.3888888888889,91.7818072329464,2
9041,KX669658,negative,41655,False,56.615,DNA,55,94.5454545454545,5.45454545454545,92.2002160604969,0
9042,KT588075,negative,61304,False,39.353,DNA,92,52.1739130434783,47.8260869565217,90.7330679890382,0
9043,KY661963,negative,31449,False,39.966,DNA,33,66.6666666666667,33.3333333333333,78.546217685777,0
9044,KY389316,negative,40163,False,53.136,DNA,47,97.8723404255319,2.12765957446809,92.0175285710729,0
9045,KY389315,negative,41116,False,53.342,DNA,48,100.0,0.0,91.8401595485942,0
9046,KY082667,negative,40493,False,39.464,DNA,46,0.0,100.0,91.7788259699207,0
9047,KY926793,positive,30016,False,54.404,DNA,42,47.6190476190476,52.3809523809524,84.0251865671642,0
9048,KY926792,positive,29533,False,54.011,DNA,40,47.5,52.5,84.4648359462296,0
9049,KY979108,negative,40469,False,51.009,DNA,59,81.3559322033898,18.6440677966102,89.2090241913563,0
9050,MF188997,positive,40574,False,47.461,DNA,66,57.5757575757576,42.4242424242424,91.4773007344605,1
9051,MF346584,negative,45373,False,37.837,DNA,84,15.4761904761905,84.5238095238095,91.3891521389373,0
9052,KX578044,positive,28142,False,35.992,DNA,44,50.0,50.0,90.867742164736,0
9053,KX578043,positive,28265,False,35.946,DNA,46,52.1739130434783,47.8260869565217,90.9605519193349,0
9054,KX578042,positive,28093,False,36.301,DNA,45,46.6666666666667,53.3333333333333,91.3786352472146,0
9055,KX555527,positive,26559,False,36.274,DNA,40,50.0,50.0,92.1156670055348,0
9056,KY296501,negative,35728,False,38.866,DNA,33,39.3939393939394,60.6060606060606,87.6231527093596,0
9057,KY296500,negative,35736,False,38.866,DNA,32,40.625,59.375,86.8899708976942,0
9058,MF166859,negative,37287,False,40.725,DNA,44,100.0,0.0,93.0485155684287,0
9059,KY268296,negative,41642,False,39.292,DNA,49,100.0,0.0,92.8845876759041,0
9060,KY268295,negative,41402,False,39.315,DNA,48,100.0,0.0,92.64045215207,0
9061,MF044457,negative,170496,False,37.665,DNA,269,84.3866171003718,15.6133828996283,94.5523648648649,10
9062,KT588073,negative,63785,False,39.415,DNA,78,67.948717948718,32.0512820512821,93.8355412714588,0
9063,KY658680,negative,53227,False,43.02,DNA,83,63.855421686747,36.144578313253,90.9613541999361,1
9064,KY658679,negative,54295,False,43.072,DNA,83,63.855421686747,36.144578313253,89.9456671885072,1
9065,KY658678,negative,54344,False,43.063,DNA,83,63.855421686747,36.144578313253,90.383482997203,1
9066,KY658677,negative,53242,False,43.013,DNA,83,63.855421686747,36.144578313253,90.9639006799144,1
9067,KY658676,negative,46149,False,43.136,DNA,66,57.5757575757576,42.4242424242424,90.6238488374613,1
9068,KY658675,negative,53224,False,43.022,DNA,82,63.4146341463415,36.5853658536585,90.3182774688111,1
9069,KY658674,negative,46157,False,43.135,DNA,67,58.2089552238806,41.7910447761194,90.9981151287995,1
9070,KX581100,negative,54268,False,43.064,DNA,83,63.855421686747,36.144578313253,89.7914056165696,1
9071,KX581099,negative,53226,False,43.022,DNA,83,63.855421686747,36.144578313253,90.9630631646188,1
9072,KX581098,negative,53216,False,43.089,DNA,80,65.0,35.0,89.2945730607336,1
9073,KX581097,negative,53227,False,43.021,DNA,83,63.855421686747,36.144578313253,90.9613541999361,1
9074,KX581095,negative,53227,False,43.021,DNA,83,63.855421686747,36.144578313253,90.9613541999361,1
9075,KX581094,negative,53286,False,43.019,DNA,83,63.855421686747,36.144578313253,90.86063881695,1
9076,KX581093,negative,53227,False,43.021,DNA,83,63.855421686747,36.144578313253,90.9613541999361,1
9077,KX581092,negative,53226,False,43.022,DNA,83,63.855421686747,36.144578313253,90.9630631646188,1
9078,KX581091,negative,53226,False,43.022,DNA,83,63.855421686747,36.144578313253,90.9630631646188,1
9079,KX581090,negative,53226,False,43.022,DNA,83,63.855421686747,36.144578313253,90.9630631646188,1
9080,MF036692,negative,172450,False,38.655,DNA,278,15.8273381294964,84.1726618705036,95.3418382139751,17
9081,MF036691,negative,171175,False,38.736,DNA,272,15.4411764705882,84.5588235294118,95.1774499780926,16
9082,MF036690,negative,171175,False,38.735,DNA,273,15.3846153846154,84.6153846153846,95.2545640426464,16
9083,KY985004,negative,49088,False,45.475,DNA,76,77.6315789473684,22.3684210526316,90.4986962190352,0
9084,KY945241,negative,174231,False,41.188,RNA,225,2.22222222222222,97.7777777777778,92.1621295865833,8
9085,KY962008,negative,39693,False,49.989,DNA,48,100.0,0.0,91.4392966014159,1
9086,MF074189,negative,44005,False,60.975,DNA,57,47.3684210526316,52.6315789473684,92.8462674696057,1
9087,KM576124,negative,43865,False,53.852,DNA,57,100.0,0.0,93.0263307876439,0
9088,KT820175,negative,53160,False,61.544,DNA,59,37.2881355932203,62.7118644067797,95.1241534988713,0
9089,KX241618,negative,60497,False,66.532,DNA,80,51.25,48.75,92.7136882820636,1
9090,KY499642,negative,231998,True,44.576,DNA,254,88.1889763779528,11.8110236220472,94.3973654945301,0
9091,KY056620,positive,45985,False,33.111,DNA,66,87.8787878787879,12.1212121212121,92.945525714907,0
9092,KT878766,positive,42282,False,33.463,DNA,69,89.8550724637681,10.1449275362319,92.4861643252448,0
9093,KT809369,positive,40448,False,33.747,DNA,62,88.7096774193548,11.2903225806452,91.8290150316456,0
9094,KT809368,positive,41960,False,32.96,DNA,65,86.1538461538462,13.8461538461538,86.4609151572927,0
9095,KY779849,positive,142499,False,30.259,DNA,223,72.1973094170404,27.8026905829596,90.1409834454979,4
9096,KY779848,positive,135563,False,29.858,DNA,188,77.1276595744681,22.8723404255319,84.5474060031129,0
9097,KY554776,positive,125842,False,32.556,DNA,179,73.1843575418994,26.8156424581006,86.9320258737147,5
9098,KY945355,positive,60618,False,67.46,DNA,93,95.6989247311828,4.3010752688172,89.765416213006,0
9099,KY940711,negative,121342,False,61.645,DNA,215,63.2558139534884,36.7441860465116,88.8801898765473,3
9100,KY271396,negative,44400,False,53.725,DNA,66,25.7575757575758,74.2424242424242,88.1531531531532,2
9101,KY744235,negative,35439,False,25.54,DNA,56,50.0,50.0,84.1699822229747,0
9102,KY744234,negative,33356,False,25.8,DNA,50,46.0,54.0,83.9489147379782,0
9103,KY744233,negative,36306,False,25.434,DNA,57,49.1228070175439,50.8771929824561,82.8871260948603,0
9104,KY744232,negative,34190,False,25.566,DNA,52,48.0769230769231,51.9230769230769,81.7782977478795,0
9105,KY744231,negative,35035,False,25.623,DNA,54,46.2962962962963,53.7037037037037,83.3851862423291,0
9106,KY744230,negative,32735,False,25.383,DNA,49,48.9795918367347,51.0204081632653,83.0303956010386,0
9107,KY744229,negative,36493,False,25.079,DNA,61,59.0163934426229,40.9836065573771,82.9145315539967,0
9108,KY744228,negative,36391,False,24.932,DNA,58,53.448275862069,46.551724137931,80.9375944601687,0
9109,KY853667,negative,8280,False,59.746,DNA,13,15.3846153846154,84.6153846153846,88.5869565217391,0
9110,KT945995,positive,18838,False,34.627,DNA,22,50.0,50.0,95.3126658880985,0
9111,KX171213,positive,139682,False,31.824,DNA,200,72.0,28.0,88.7229564296044,0
9112,KX171212,positive,139681,False,31.827,DNA,201,71.6417910447761,28.3582089552239,88.5839878007746,0
9113,KX171211,positive,158986,False,44.706,DNA,202,64.8514851485149,35.1485148514851,91.76531266904,4
9114,KX833905,positive,38122,False,34.542,DNA,58,91.3793103448276,8.62068965517241,89.8142804679713,0
9115,KY554777,positive,128179,False,32.57,DNA,177,74.0112994350282,25.9887005649718,85.9329531358491,6
9116,KY554775,positive,126161,False,32.546,DNA,178,73.5955056179775,26.4044943820225,86.7526414660632,5
9117,KY554774,positive,125294,False,32.536,DNA,179,73.1843575418994,26.8156424581006,86.8549172346641,5
9118,KY554773,positive,126177,False,32.546,DNA,178,73.5955056179775,26.4044943820225,86.8581437187443,5
9119,KY554772,positive,128178,False,32.552,DNA,182,73.0769230769231,26.9230769230769,88.4020658771396,3
9120,KY554771,positive,132949,False,32.508,DNA,193,64.2487046632124,35.7512953367876,88.5422229576755,3
9121,KY554770,positive,126032,False,32.499,DNA,177,73.4463276836158,26.5536723163842,86.4677224831789,5
9122,KY554769,positive,125656,False,32.532,DNA,177,73.4463276836158,26.5536723163842,86.7264595403323,5
9123,KY554768,positive,125658,False,32.551,DNA,178,73.5955056179775,26.4044943820225,86.8420633783762,5
9124,KY554767,positive,62252,False,34.237,DNA,92,100.0,0.0,91.2018890959327,4
9125,KY554766,positive,62054,False,34.246,DNA,92,100.0,0.0,91.4928932864924,4
9126,KY554765,positive,60217,False,34.334,DNA,86,80.2325581395349,19.7674418604651,91.6286098610027,3
9127,KY554764,positive,59899,False,34.376,DNA,85,100.0,0.0,92.165144660178,3
9128,KY554763,positive,60161,False,34.341,DNA,85,100.0,0.0,91.763767224614,3
9129,KY554762,positive,60551,False,34.292,DNA,85,100.0,0.0,91.2767749500421,3
9130,KY554761,positive,27203,False,35.378,DNA,52,48.0769230769231,51.9230769230769,90.5010476785649,2
9131,KY554760,positive,27704,False,35.381,DNA,52,48.0769230769231,51.9230769230769,90.6078544614496,2
9132,KX443552,negative,181570,False,44.68,DNA,282,46.4539007092199,53.5460992907801,95.9982375943162,1
9133,KX431560,negative,179516,False,44.897,DNA,281,46.2633451957295,53.7366548042705,95.9552351879498,1
9134,KX431559,negative,177907,False,44.871,DNA,278,46.7625899280576,53.2374100719424,96.0490593399922,1
9135,LC168164,negative,234670,True,28.717,DNA,293,47.7815699658703,52.2184300341297,92.8895896365108,3
9136,CP017906,negative,13327,False,46.35,DNA,24,83.3333333333333,16.6666666666667,86.3960381181061,0
9137,CP017905,negative,21012,False,46.354,DNA,34,79.4117647058823,20.5882352941176,85.1941747572815,0
9138,KY271401,negative,29880,False,50.422,DNA,40,75.0,25.0,87.1787148594378,1
9139,KY271400,negative,19260,False,53.172,DNA,37,37.8378378378378,62.1621621621622,86.4797507788162,1
9140,KY271399,negative,47014,False,52.884,DNA,65,80.0,20.0,87.8568086102012,1
9141,KY271398,negative,33540,False,50.403,DNA,43,86.046511627907,13.953488372093,93.3810375670841,0
9142,KY271397,negative,35100,False,54.43,DNA,46,69.5652173913043,30.4347826086957,92.9316239316239,0
9143,KY271395,negative,44279,False,53.007,DNA,64,73.4375,26.5625,88.0665778359945,4
9144,KY271402,negative,52338,False,52.375,DNA,55,80.0,20.0,90.8173793419695,0
9145,KY389064,positive,41448,False,32.014,DNA,56,85.7142857142857,14.2857142857143,92.8343949044586,0
9146,KY389063,positive,42160,False,31.848,DNA,57,84.2105263157895,15.7894736842105,90.8610056925996,0
9147,KY705409,negative,41289,False,53.075,DNA,54,11.1111111111111,88.8888888888889,90.6052459492843,0
9148,KY780482,negative,50526,False,51.237,DNA,79,70.8860759493671,29.1139240506329,90.9868186676167,0
9149,KY624616,positive,36671,False,51.049,DNA,47,80.8510638297872,19.1489361702128,90.5183932807941,1
9150,KY624615,positive,36671,False,51.049,DNA,47,80.8510638297872,19.1489361702128,90.5183932807941,1
9151,KY624614,positive,36671,False,51.049,DNA,47,80.8510638297872,19.1489361702128,90.5183932807941,1
9152,KY624613,positive,36671,False,51.049,DNA,47,80.8510638297872,19.1489361702128,90.5183932807941,1
9153,KY624612,positive,36671,False,51.049,DNA,47,80.8510638297872,19.1489361702128,90.5183932807941,1
9154,KY624611,positive,36674,False,51.042,DNA,48,81.25,18.75,90.5682499863664,1
9155,KY624610,positive,36671,False,51.046,DNA,47,80.8510638297872,19.1489361702128,90.5183932807941,1
9156,KY613597,positive,36671,False,51.046,DNA,47,80.8510638297872,19.1489361702128,90.5183932807941,1
9157,KY653129,positive,44875,False,35.349,DNA,64,90.625,9.375,95.0974930362117,0
9158,KY653127,positive,40068,False,58.004,DNA,51,92.156862745098,7.84313725490196,92.9020664869721,0
9159,KY653126,positive,42706,False,34.166,DNA,64,90.625,9.375,95.9654381117407,0
9160,KY653125,positive,42689,False,33.428,DNA,68,88.2352941176471,11.7647058823529,86.8045632364309,0
9161,KY653124,positive,43135,False,33.657,DNA,69,88.4057971014493,11.5942028985507,91.0188941694679,0
9162,KY653123,positive,43516,False,32.85,DNA,65,86.1538461538462,13.8461538461538,87.4023347734167,0
9163,KY653120,positive,42371,False,34.686,DNA,65,93.8461538461538,6.15384615384615,96.2851950626608,0
9164,KY653119,negative,39387,False,50.022,DNA,58,22.4137931034483,77.5862068965517,90.7228273288141,0
9165,KY653118,negative,47739,False,45.82,DNA,64,25.0,75.0,82.5258174658036,2
9166,KY653116,positive,45236,False,34.488,DNA,71,92.9577464788732,7.04225352112676,92.9856751260058,0
9167,KX179905,negative,7929,False,60.827,DNA,14,78.5714285714286,21.4285714285714,88.3465758607643,0
9168,KY000003,positive,160342,False,44.463,DNA,202,35.1485148514851,64.8514851485149,92.2534332863504,3
9169,KY914485,negative,144974,False,48.18,DNA,182,42.8571428571429,57.1428571428571,93.2063680384069,10
9170,KY817360,positive,17253,False,54.472,DNA,28,71.4285714285714,28.5714285714286,88.697617805599,0
9171,KU925172,negative,166423,False,35.353,DNA,260,84.2307692307692,15.7692307692308,94.9069539666993,10
9172,KX822733,negative,136203,False,34.576,DNA,252,47.6190476190476,52.3809523809524,89.2755666174754,0
9173,KX756572,negative,41841,False,51.622,DNA,48,100.0,0.0,93.7692693769269,0
9174,KX689784,negative,39024,False,49.923,DNA,47,0.0,100.0,91.1054735547356,0
9175,KY626177,negative,44244,False,43.36,DNA,47,100.0,0.0,94.3879396076304,1
9176,KY626176,negative,44245,False,43.363,DNA,47,100.0,0.0,94.250197762459,1
9177,KY056619,negative,41446,False,48.12,DNA,61,54.0983606557377,45.9016393442623,93.9825314867539,0
9178,KY581279,positive,137836,False,30.405,DNA,206,69.9029126213592,30.0970873786408,89.6122928697873,4
9179,KY318515,negative,42771,False,47.672,DNA,53,100.0,0.0,92.6492249421337,0
9180,KY555147,negative,216240,True,66.152,DNA,339,68.7315634218289,31.2684365781711,90.9424713281539,28
9181,KY555146,negative,215799,True,66.16,DNA,335,68.6567164179104,31.3432835820896,91.6412958354765,28
9182,KY555145,negative,229319,True,66.161,DNA,363,68.870523415978,31.129476584022,91.7813177277068,29
9183,KY555144,negative,218729,True,66.225,DNA,339,67.2566371681416,32.7433628318584,91.3449976912069,28
9184,KY555143,negative,220299,True,66.129,DNA,343,67.3469387755102,32.6530612244898,91.6567937212607,29
9185,KY555142,negative,219348,True,66.124,DNA,344,67.4418604651163,32.5581395348837,92.1211955431552,29
9186,KY695241,negative,11696,False,34.986,DNA,15,100.0,0.0,75.5642954856361,0
9187,KY695239,negative,11689,False,34.118,DNA,19,31.5789473684211,68.4210526315789,79.3823252630678,0
9188,KY709687,positive,51738,False,48.415,DNA,80,26.25,73.75,88.0513355753991,2
9189,KY695153,positive,34730,False,34.129,DNA,51,96.078431372549,3.92156862745098,94.3363086668586,0
9190,KY593455,negative,167773,False,34.791,DNA,273,15.3846153846154,84.6153846153846,95.1583389460759,4
9191,KY677846,negative,107263,False,38.989,DNA,155,69.0322580645161,30.9677419354839,86.4025805729841,21
9192,KY657202,positive,50407,False,42.843,DNA,82,25.609756097561,74.390243902439,88.36867895332,0
9193,KY606587,negative,77874,False,61.546,DNA,123,86.9918699186992,13.0081300813008,94.8801910778951,0
9194,KY249644,negative,60362,False,60.904,DNA,86,48.8372093023256,51.1627906976744,90.0815082336569,0
9195,KY176369,positive,43428,False,49.576,DNA,74,33.7837837837838,66.2162162162162,93.6170212765958,0
9196,KY363465,negative,118537,False,39.518,DNA,167,31.7365269461078,68.2634730538922,86.3131342956208,25
9197,KX147096,negative,154938,False,47.351,DNA,207,67.6328502415459,32.3671497584541,92.0594044069241,4
9198,LC210520,negative,6533,False,58.442,DNA,8,100.0,0.0,90.3260370427063,0
9199,LC035386,negative,5688,False,58.034,DNA,7,100.0,0.0,88.0274261603376,0
9200,KT630647,positive,35203,False,51.936,DNA,45,80.0,20.0,93.5545266028463,0
9201,KY653237,positive,5387,False,44.663,DNA,6,100.0,0.0,65.825134583256,0
9202,KY619305,negative,50800,False,46.085,DNA,79,75.9493670886076,24.0506329113924,91.8011811023622,1
9203,KY566218,positive,36671,False,51.046,DNA,47,80.8510638297872,19.1489361702128,90.5183932807941,1
9204,KM879221,negative,73882,False,59.889,DNA,90,76.6666666666667,23.3333333333333,96.3928967813541,0
9205,CP011103,positive,41913,False,45.506,DNA,60,91.6666666666667,8.33333333333333,95.0039367260754,0
9206,KY442063,positive,18546,False,29.823,DNA,20,45.0,55.0,94.1604658686509,0
9207,KY630187,negative,357154,True,34.423,DNA,543,92.6335174953959,7.36648250460405,91.2359934370048,29
9208,KY464836,negative,43211,False,61.482,DNA,49,2.04081632653061,97.9591836734694,92.2890004859874,1
9209,KY472224,positive,57408,False,39.815,DNA,115,12.1739130434783,87.8260869565217,82.59998606466,1
9210,KY471386,positive,18275,False,30.096,DNA,20,45.0,55.0,95.4418604651163,0
9211,KT949345,negative,42167,False,58.864,DNA,47,100.0,0.0,92.4253563212939,0
9212,KP966108,negative,36499,False,64.407,DNA,46,84.7826086956522,15.2173913043478,90.4380941943615,0
9213,KX223815,positive,73787,False,38.962,DNA,96,70.8333333333333,29.1666666666667,87.7715586756475,2
9214,KY579375,negative,15230,False,38.234,DNA,29,72.4137931034483,27.5862068965517,85.9225213394616,1
9215,KY563228,negative,16271,False,37.078,DNA,31,70.9677419354839,29.0322580645161,89.7547784401696,0
9216,AP017972,negative,239276,True,44.546,DNA,219,11.8721461187215,88.1278538812785,95.7300356074157,0
9217,KX119183,negative,12309,False,36.177,DNA,20,95.0,5.0,89.3980014623446,0
9218,KX119182,negative,19736,False,37.135,DNA,27,100.0,0.0,94.6392379408188,0
9219,KX119181,negative,11604,False,36.177,DNA,11,100.0,0.0,97.7766287487073,0
9220,KX119178,negative,16009,False,35.73,DNA,17,100.0,0.0,96.9954400649635,0
9221,KX119206,negative,29882,False,36.691,DNA,35,97.1428571428571,2.85714285714286,95.5859714878522,0
9222,KX119205,negative,28068,False,36.223,DNA,31,100.0,0.0,95.692603676785,0
9223,KX119204,negative,26906,False,36.297,DNA,28,100.0,0.0,93.5144577417676,0
9224,KX119203,negative,27363,False,37.405,DNA,31,100.0,0.0,94.3536892884552,0
9225,KX119202,negative,30071,False,36.933,DNA,35,100.0,0.0,94.4963586179375,0
9226,KX119201,negative,31200,False,37.234,DNA,34,94.1176470588235,5.88235294117647,92.8653846153846,0
9227,KX119200,negative,31236,False,37.255,DNA,34,94.1176470588235,5.88235294117647,92.8736073761045,0
9228,KX119199,negative,29801,False,37.039,DNA,33,100.0,0.0,96.0571792892856,0
9229,KX119198,negative,28341,False,36.908,DNA,32,100.0,0.0,96.5385836773579,0
9230,KX119197,negative,30548,False,36.893,DNA,36,97.2222222222222,2.77777777777778,95.8295142071494,0
9231,KX119196,negative,25388,False,36.817,DNA,30,70.0,30.0,85.1031983614306,0
9232,KX119195,negative,32975,False,36.264,DNA,37,94.5945945945946,5.40540540540541,94.2259287338893,0
9233,KX119194,negative,28565,False,36.422,DNA,34,100.0,0.0,95.5399964992123,0
9234,KX119193,negative,22559,False,35.986,DNA,24,100.0,0.0,92.8764572897735,0
9235,KX119192,negative,28670,False,36.216,DNA,33,100.0,0.0,95.4830833623997,0
9236,KX119191,negative,29393,False,36.199,DNA,31,100.0,0.0,93.1038002245432,0
9237,KX119190,negative,27572,False,36.559,DNA,30,100.0,0.0,92.3545625997389,0
9238,KX119189,negative,23008,False,37.118,DNA,22,100.0,0.0,94.4671418636996,0
9239,KX119188,negative,29388,False,35.583,DNA,33,100.0,0.0,93.3952633728052,0
9240,KX119177,negative,30977,False,36.55,DNA,35,100.0,0.0,95.3158795235174,0
9241,KX119176,negative,27960,False,36.996,DNA,30,100.0,0.0,95.675965665236,0
9242,KX119175,negative,30078,False,37.22,DNA,35,100.0,0.0,93.6564931178935,0
9243,KX119174,negative,30456,False,36.715,DNA,36,97.2222222222222,2.77777777777778,96.3947990543735,0
9244,KY398841,negative,44234,False,44.217,DNA,69,76.8115942028985,23.1884057971014,90.4394809422616,1
9245,KY295898,negative,41184,False,51.284,DNA,62,32.258064516129,67.741935483871,91.9070512820513,0
9246,KY295896,negative,41039,False,51.127,DNA,67,29.8507462686567,70.1492537313433,92.6119057481908,0
9247,KY295895,negative,41519,False,50.782,DNA,68,32.3529411764706,67.6470588235294,91.3533562947084,0
9248,KX160220,positive,35188,False,35.381,DNA,53,88.6792452830189,11.3207547169811,91.4629987495737,0
9249,KX160219,positive,31446,False,35.769,DNA,53,100.0,0.0,91.1848883800801,0
9250,KX160218,positive,38334,False,36.576,DNA,56,94.6428571428571,5.35714285714286,93.3870715291908,0
9251,KX160217,positive,35867,False,36.315,DNA,52,94.2307692307692,5.76923076923077,93.6125128948616,0
9252,KX160216,positive,35636,False,36.143,DNA,52,92.3076923076923,7.69230769230769,92.8555393422382,0
9253,KX160215,positive,34989,False,36.117,DNA,52,98.0769230769231,1.92307692307692,90.5484580868273,1
9254,KX160214,positive,35904,False,35.754,DNA,55,98.1818181818182,1.81818181818182,90.4801693404635,1
9255,KX160213,positive,34421,False,35.807,DNA,52,96.1538461538462,3.84615384615385,89.5267423956306,0
9256,KX160212,positive,34635,False,35.868,DNA,53,96.2264150943396,3.77358490566038,90.1920023098022,1
9257,KX160211,positive,30556,False,36.32,DNA,50,100.0,0.0,93.1731902081424,0
9258,KX160210,positive,30616,False,36.089,DNA,52,100.0,0.0,92.95139796185,0
9259,KX160209,positive,30238,False,36.203,DNA,49,100.0,0.0,92.2283219789669,0
9260,KX160208,positive,36445,False,35.967,DNA,59,100.0,0.0,94.4409384003293,1
9261,KX160207,positive,36378,False,36.264,DNA,53,92.4528301886792,7.54716981132075,93.6087745340591,1
9262,KX160206,positive,30745,False,36.045,DNA,50,96.0,4.0,92.7175150430964,0
9263,KX160205,positive,35800,False,35.869,DNA,59,98.3050847457627,1.69491525423729,90.6340782122905,1
9264,KX160204,positive,34067,False,35.392,DNA,59,98.3050847457627,1.69491525423729,89.7173217483195,0
9265,JX290549,negative,43827,False,49.182,DNA,56,98.2142857142857,1.78571428571429,95.3795605448696,0
9266,KF156340,negative,170438,False,39.369,DNA,205,97.5609756097561,2.4390243902439,93.5830037902346,5
9267,KY250482,positive,58200,False,52.241,DNA,99,87.8787878787879,12.1212121212121,91.8539518900344,5
9268,KY385423,negative,44094,False,54.141,DNA,54,100.0,0.0,93.6317866376378,0
9269,KY006853,negative,65675,False,66.52,DNA,105,37.1428571428571,62.8571428571429,90.9980966882375,2
9270,KX232515,positive,43922,False,33.277,DNA,63,15.8730158730159,84.1269841269841,87.4413733436547,0
9271,KX532239,positive,135502,False,30.001,DNA,188,78.7234042553192,21.2765957446809,85.9050050921758,0
9272,KY014601,negative,59024,False,56.418,DNA,72,65.2777777777778,34.7222222222222,93.871984277582,0
9273,KX660669,negative,40551,False,57.833,DNA,49,97.9591836734694,2.04081632653061,94.747355182363,0
9274,KT454806,negative,88698,False,40.158,DNA,130,71.5384615384615,28.4615384615385,89.8746307695777,25
9275,KT454805,negative,90743,False,39.761,DNA,136,73.5294117647059,26.4705882352941,90.9392460024465,25
9276,KX130960,negative,46717,False,44.215,DNA,71,80.2816901408451,19.7183098591549,89.6975405098786,1
9277,KY420199,negative,39558,False,41.008,DNA,66,33.3333333333333,66.6666666666667,91.763992112847,0
9278,EU078592,negative,42925,False,51.884,DNA,53,66.0377358490566,33.9622641509434,85.8380896913221,0
9279,KY117485,negative,44793,False,60.967,DNA,52,100.0,0.0,90.1011318732838,0
9280,KY379853,positive,41854,False,49.828,DNA,60,71.6666666666667,28.3333333333333,88.1134419649257,0
9281,KY316062,negative,42042,False,63.177,DNA,46,2.17391304347826,97.8260869565217,92.1578421578422,0
9282,KY303907,positive,58984,False,39.768,DNA,99,16.1616161616162,83.8383838383838,85.7537637325376,1
