Accession,staining,Genome Length (bp),Jumbophage,molGC (%),Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),tRNAs,Molecule_DNA,Molecule_RNA,Molecule_ss-DNA,Molecule_ss-RNA
MH424445,positive,41581,False,50.032,59,66.1016949152542,33.8983050847458,92.4797383420312,0,True,False,False,False
MH424444,positive,43110,False,51.211,72,66.6666666666667,33.3333333333333,92.4008350730689,0,True,False,False,False
MH424443,positive,42262,False,50.002,58,65.5172413793103,34.4827586206897,93.2113955799536,0,True,False,False,False
MH588546,negative,322272,True,63.679,563,81.7051509769094,18.2948490230906,90.4363394896237,28,True,False,False,False
MH588545,negative,308141,True,62.242,491,69.6537678207739,30.3462321792261,89.2607604960067,29,True,False,False,False
MH588544,negative,220934,True,65.687,344,66.8604651162791,33.1395348837209,91.7866874270144,25,True,False,False,False
MH633487,negative,49468,False,51.043,75,77.3333333333333,22.6666666666667,90.6586075847012,0,True,False,False,False
MH633486,negative,49387,False,51.084,75,77.3333333333333,22.6666666666667,90.9530848198919,0,True,False,False,False
MH633485,negative,50132,False,50.786,78,78.2051282051282,21.7948717948718,91.1274236016915,0,True,False,False,False
MH633484,negative,49344,False,51.092,76,77.6315789473684,22.3684210526316,91.0323443579767,0,True,False,False,False
MH645904,negative,112106,False,43.65,164,20.7317073170732,79.2682926829268,87.3057641874654,19,True,False,False,False
MH675552,negative,102679,False,34.743,101,42.5742574257426,57.4257425742574,93.7124436350179,24,True,False,False,False
MH375644,negative,147890,False,47.33,194,42.7835051546392,57.2164948453608,94.4790046656299,0,True,False,False,False
MH595538,negative,288967,True,42.23,304,85.8552631578947,14.1447368421053,94.4152792533403,0,True,False,False,False
MF754116,negative,75904,False,48.904,102,99.0196078431373,0.980392156862745,90.8489671163575,0,True,False,False,False
MF754115,negative,76402,False,48.831,102,100.0,0.0,90.6337530431141,0,True,False,False,False
MF754114,negative,75501,False,49.05,99,100.0,0.0,89.5299400007947,0,True,False,False,False
MF754113,negative,75955,False,49.029,99,100.0,0.0,88.5998288460273,0,True,False,False,False
MF754112,negative,43571,False,49.482,50,100.0,0.0,94.0809253861513,0,True,False,False,False
MF754111,negative,43237,False,49.49,48,100.0,0.0,94.6619793232648,0,True,False,False,False
MG878892,positive,41832,False,39.458,47,100.0,0.0,91.0570854847963,0,True,False,False,False
KX912252,negative,35626,False,40.849,60,36.6666666666667,63.3333333333333,87.5343849997193,0,True,False,False,False
MH447526,negative,37311,False,35.802,62,54.8387096774194,45.1612903225806,93.7766342365522,0,True,False,False,False
MG253653,positive,29374,False,34.806,53,47.1698113207547,52.8301886792453,88.9868591271192,0,True,False,False,False
MG253652,positive,29454,False,34.824,54,46.2962962962963,53.7037037037037,90.1100020370748,0,True,False,False,False
MG253651,positive,29659,False,34.684,54,46.2962962962963,53.7037037037037,88.9106173505513,0,True,False,False,False
MG253650,positive,29423,False,34.864,54,46.2962962962963,53.7037037037037,89.1445467831288,0,True,False,False,False
MG253649,positive,29736,False,34.712,54,46.2962962962963,53.7037037037037,88.7207425343018,0,True,False,False,False
MG253648,positive,30249,False,34.679,56,46.4285714285714,53.5714285714286,90.0525637211147,0,True,False,False,False
MG253647,positive,30132,False,34.667,55,45.4545454545455,54.5454545454545,90.4918359219434,0,True,False,False,False
MF346933,positive,29837,False,34.739,55,47.2727272727273,52.7272727272727,90.0291584274558,0,True,False,False,False
MH059636,negative,175774,False,38.378,301,13.953488372093,86.046511627907,94.234642211021,21,True,False,False,False
MF477236,positive,65275,False,68.167,99,61.6161616161616,38.3838383838384,92.1899655304481,1,True,False,False,False
MH700630,negative,68176,False,42.949,114,25.4385964912281,74.5614035087719,91.3693968551983,0,True,False,False,False
KY888885,negative,40740,False,43.883,35,60.0,40.0,83.2326951399116,0,True,False,False,False
MH629685,negative,144311,False,40.743,197,93.9086294416244,6.09137055837564,93.8694901982524,8,True,False,False,False
MH550421,negative,168706,False,35.216,266,17.6691729323308,82.3308270676692,95.1892641636931,6,True,False,False,False
MH533020,negative,149960,False,50.8,277,53.7906137184115,46.2093862815885,89.2237930114697,19,True,False,False,False
MH706966,negative,54655,False,45.767,85,69.4117647058823,30.5882352941176,90.1015460616595,0,True,False,False,False
MH638294,negative,61129,False,64.014,83,16.8674698795181,83.1325301204819,91.7731355003354,1,True,False,False,False
MF974397,negative,47866,False,37.285,79,100.0,0.0,96.9143024276104,0,True,False,False,False
MF974396,negative,48288,False,37.312,83,100.0,0.0,98.1051192842942,0,True,False,False,False
JX421753,negative,38202,False,49.906,43,100.0,0.0,89.3827548295901,0,True,False,False,False
KY953156,negative,44549,False,48.984,56,100.0,0.0,94.1098565624369,0,True,False,False,False
MH370477,negative,39883,False,50.535,48,0.0,100.0,90.060928215029,0,True,False,False,False
MG770228,negative,70857,False,41.371,74,72.972972972973,27.027027027027,94.0979719717177,4,True,False,False,False
NC_029014,negative,5001,False,40.152,5,100.0,0.0,75.2249550089982,0,True,False,False,False
NC_029012,negative,4623,False,42.808,7,100.0,0.0,89.6820246593121,0,True,False,False,False
NC_025454,negative,7679,False,59.37,13,92.3076923076923,7.69230769230769,89.0350306029431,0,True,False,False,False
NC_021805,negative,6478,False,34.023,12,100.0,0.0,91.8802099413399,0,True,False,False,False
NC_021797,negative,6453,False,34.806,14,100.0,0.0,95.118549511855,0,True,False,False,False
NC_021866,negative,7219,False,40.546,6,83.3333333333333,16.6666666666667,85.8844715334534,0,True,False,False,False
NC_021862,negative,8576,False,61.719,21,76.1904761904762,23.8095238095238,90.8465485074627,0,True,False,False,False
NC_021569,negative,7069,False,62.343,13,76.9230769230769,23.0769230769231,90.3946810015561,0,True,False,False,False
NC_021562,negative,8555,False,44.29,10,80.0,20.0,92.0514319111631,0,True,False,False,False
NC_015586,negative,5819,False,61.505,10,80.0,20.0,90.1701323251418,0,True,False,False,False
NC_016162,negative,7103,False,41.405,11,81.8181818181818,18.1818181818182,89.9197522173729,0,True,False,False,False
NC_015297,negative,5475,False,61.662,9,100.0,0.0,95.7260273972603,0,True,False,False,False
NC_012868,negative,6094,False,45.208,8,100.0,0.0,89.6947817525435,0,False,False,True,False
NC_010391,positive,42723,False,51.555,56,60.7142857142857,39.2857142857143,87.7606909627133,0,True,False,False,False
NC_005131,negative,7118,False,56.954,11,90.9090909090909,9.09090909090909,84.546220848553,0,True,False,False,False
NC_008575,negative,6662,False,62.609,10,100.0,0.0,88.081657160012,0,False,False,True,False
NC_007821,negative,6068,False,44.825,9,100.0,0.0,92.2050098879367,0,False,False,True,False
NC_007817,negative,5486,False,45.753,6,100.0,0.0,94.8778709442217,0,False,False,True,False
NC_007856,negative,5486,False,45.224,6,100.0,0.0,95.3700328107911,0,False,False,True,False
NC_007189,negative,6907,False,62.386,14,21.4285714285714,78.5714285714286,92.8623135949037,0,True,False,False,False
NC_006294,negative,7107,False,44.379,8,100.0,0.0,68.9742507387083,0,False,False,True,False
NC_004736,negative,7542,False,43.37,13,69.2307692307692,30.7692307692308,82.8957836117741,0,False,False,True,False
NC_002700,negative,4268,False,43.861,3,100.0,0.0,92.7132146204311,0,False,False,False,True
NC_003460,positive,5804,False,64.283,10,90.0,10.0,88.0254996554101,0,False,False,True,False
NC_002643,negative,4594,False,46.104,4,100.0,0.0,65.4331737048324,0,False,False,True,False
NC_002362,negative,8784,False,45.162,13,76.9230769230769,23.0769230769231,85.0068306010929,0,False,False,True,False
NC_002194,negative,4563,False,40.938,5,100.0,0.0,87.0479947403024,0,False,False,True,False
NC_001998,negative,4529,False,40.98,4,100.0,0.0,76.4407153897108,0,False,False,True,False
NC_001956,negative,8651,False,44.527,10,90.0,10.0,87.8395561206797,0,False,False,True,False
NC_001954,negative,8454,False,43.707,13,84.6153846153846,15.3846153846154,87.2959545777147,0,False,False,True,False
NC_002014,negative,6883,False,40.549,9,88.8888888888889,11.1111111111111,90.7889001888711,0,False,False,True,False
NC_001330,negative,6087,False,45.178,10,100.0,0.0,92.6071956628881,0,False,False,True,False
KT804908,negative,41243,False,39.313,50,100.0,0.0,93.943214606115,0,True,False,False,False
MF448571,positive,26874,False,34.476,50,48.0,52.0,91.4192155987199,2,True,False,False,False
MF448570,positive,29306,False,35.16,56,44.6428571428571,55.3571428571429,90.8755886166655,1,True,False,False,False
MF448569,positive,31508,False,34.467,56,50.0,50.0,91.6370445601117,1,True,False,False,False
MF448568,positive,31123,False,34.932,54,48.1481481481481,51.8518518518518,91.6524756610867,2,True,False,False,False
MF448567,positive,28917,False,34.71,49,53.0612244897959,46.9387755102041,89.1551682401356,2,True,False,False,False
MF448566,positive,31883,False,34.774,52,48.0769230769231,51.9230769230769,89.8472540225198,2,True,False,False,False
MF448565,positive,31014,False,34.562,59,44.0677966101695,55.9322033898305,91.66505449152,2,True,False,False,False
MF448564,positive,30852,False,34.62,57,45.6140350877193,54.3859649122807,90.5905613898613,3,True,False,False,False
MF448563,positive,31819,False,34.3,55,47.2727272727273,52.7272727272727,91.5050755837707,1,True,False,False,False
MF448562,positive,32555,False,33.958,64,40.625,59.375,89.9401013669175,0,True,False,False,False
MF448561,positive,30926,False,34.524,58,46.551724137931,53.448275862069,89.972838388411,0,True,False,False,False
MF448559,positive,32458,False,33.56,63,39.6825396825397,60.3174603174603,90.8866843305194,2,True,False,False,False
MF448558,positive,27948,False,34.414,57,43.859649122807,56.140350877193,94.8261056247317,0,True,False,False,False
MF448557,positive,30989,False,34.79,54,51.8518518518518,48.1481481481481,92.194004324115,2,True,False,False,False
MF448556,positive,30401,False,34.193,64,43.75,56.25,91.5956711950265,0,True,False,False,False
MF448555,positive,28721,False,35.239,52,48.0769230769231,51.9230769230769,93.9974234880401,0,True,False,False,False
MF448554,positive,32895,False,34.084,63,38.0952380952381,61.9047619047619,90.0531995744034,1,True,False,False,False
MF448572,positive,30690,False,34.904,53,54.7169811320755,45.2830188679245,90.6907787552949,2,True,False,False,False
MF448560,positive,32529,False,34.357,58,50.0,50.0,91.6136370623136,2,True,False,False,False
MG893203,negative,75893,False,48.989,99,100.0,0.0,89.1109852028514,0,True,False,False,False
MH445453,negative,49292,False,50.665,73,76.7123287671233,23.2876712328767,90.7997240931591,0,True,False,False,False
MH599087,negative,75514,False,49.424,101,0.0,100.0,90.7143046322536,0,True,False,False,False
MG581355,negative,44283,False,54.671,57,36.8421052631579,63.1578947368421,91.565612085902,0,True,False,False,False
MH560358,negative,164715,False,40.47,266,18.4210526315789,81.5789473684211,93.2756579546489,0,True,False,False,False
MF431726,negative,50345,False,41.444,65,61.5384615384615,38.4615384615385,94.472142218691,3,True,False,False,False
MH553563,negative,166677,False,35.371,267,15.3558052434457,84.6441947565543,95.0581063974034,10,True,False,False,False
MH015257,negative,74792,False,47.912,82,78.0487804878049,21.9512195121951,93.2171890041716,3,True,False,False,False
MH517022,negative,143204,False,38.459,174,44.8275862068966,55.1724137931034,91.8884947347839,3,True,False,False,False
MH512890,negative,176495,False,37.657,228,96.9298245614035,3.07017543859649,96.4197286042098,3,True,False,False,False
MH464253,negative,40387,False,52.41,51,1.96078431372549,98.0392156862745,89.5832817490777,0,True,False,False,False
MH401416,positive,42735,False,33.062,63,82.5396825396825,17.4603174603175,88.6065286065286,0,True,False,False,False
MH401415,positive,43458,False,33.349,64,89.0625,10.9375,88.2576280546735,0,True,False,False,False
MH401414,positive,43454,False,33.329,64,89.0625,10.9375,88.0862521286878,0,True,False,False,False
MH384261,positive,45999,False,33.305,62,88.7096774193548,11.2903225806452,93.1737646470575,0,True,False,False,False
MH384259,positive,43504,False,33.08,63,87.3015873015873,12.6984126984127,86.9092497241633,0,True,False,False,False
MH252365,negative,44526,False,62.256,63,87.3015873015873,12.6984126984127,93.9226519337017,0,True,False,False,False
CP013974,negative,59759,False,51.017,82,78.0487804878049,21.9512195121951,87.8327950601583,0,True,False,False,False
MH221129,positive,250739,True,49.541,287,10.4529616724739,89.5470383275261,93.8270472483339,7,True,False,False,False
MH587638,negative,39906,False,52.767,50,100.0,0.0,92.9559464742144,0,True,False,False,False
MH383160,negative,353081,True,34.009,591,7.10659898477157,92.8934010152284,92.2074538137141,6,True,False,False,False
MH178096,negative,39014,False,51.233,52,26.9230769230769,73.0769230769231,92.1899830829959,0,True,False,False,False
MF158038,negative,46454,False,45.985,78,37.1794871794872,62.8205128205128,89.673655659362,2,True,False,False,False
KY658673,negative,46149,False,43.136,66,57.5757575757576,42.4242424242424,90.6238488374613,1,True,False,False,False
KM612262,negative,39530,False,50.549,47,42.5531914893617,57.4468085106383,95.1682266632937,0,True,False,False,False
JF974339,negative,39646,False,47.495,57,63.1578947368421,36.8421052631579,89.6307319780054,0,True,False,False,False
MG641885,positive,48113,False,58.614,66,100.0,0.0,92.7504000997651,0,True,False,False,False
MF443126,positive,22434,False,35.727,38,47.3684210526316,52.6315789473684,92.9526611393421,0,True,False,False,False
MF443125,positive,22242,False,36.022,37,45.945945945946,54.0540540540541,92.4602104127327,0,True,False,False,False
MF443124,positive,21562,False,35.92,37,45.945945945946,54.0540540540541,91.5638623504313,0,True,False,False,False
MF443122,positive,21879,False,35.916,36,50.0,50.0,92.5956396544632,0,True,False,False,False
MF443121,positive,22029,False,35.921,37,48.6486486486487,51.3513513513513,92.8639520631894,0,True,False,False,False
MF443120,positive,21704,False,35.851,37,48.6486486486487,51.3513513513513,93.4528197567269,0,True,False,False,False
MF443119,positive,21980,False,35.983,36,47.2222222222222,52.7777777777778,92.7979981801638,0,True,False,False,False
MF443123,positive,22185,False,36.407,36,47.2222222222222,52.7777777777778,91.7511832319135,0,True,False,False,False
MH206184,negative,6062,False,59.865,11,72.7272727272727,27.2727272727273,83.0913889805345,0,True,False,False,False
MH206183,negative,6564,False,59.552,12,83.3333333333333,16.6666666666667,91.2248628884826,0,True,False,False,False
MH015259,negative,74665,False,47.933,81,77.7777777777778,22.2222222222222,93.1627938123619,3,True,False,False,False
MH015258,negative,61382,False,63.641,89,20.2247191011236,79.7752808988764,91.5952559382229,0,True,False,False,False
MH015256,negative,74830,False,50.771,76,76.3157894736842,23.6842105263158,94.1547507684084,4,True,False,False,False
MH015255,negative,147480,False,56.363,235,41.7021276595745,58.2978723404255,86.7405749932194,31,True,False,False,False
MH015254,negative,59549,False,64.025,86,18.6046511627907,81.3953488372093,92.5859376311945,0,True,False,False,False
MH015253,negative,74665,False,47.907,81,77.7777777777778,22.2222222222222,93.1627938123619,3,True,False,False,False
MH015252,negative,59111,False,64.029,86,18.6046511627907,81.3953488372093,93.2719798345486,0,True,False,False,False
MH015251,negative,4248,False,57.698,5,100.0,0.0,95.1271186440678,0,True,False,False,False
MH015250,negative,74675,False,47.936,84,78.5714285714286,21.4285714285714,93.2587880816873,3,True,False,False,False
MH015249,negative,59573,False,64.123,86,18.6046511627907,81.3953488372093,92.5486378057174,0,True,False,False,False
MH285980,negative,49372,False,45.258,75,77.3333333333333,22.6666666666667,88.9269221421048,0,True,False,False,False
MH359124,negative,168695,False,37.614,267,85.0187265917603,14.9812734082397,93.682681762945,2,True,False,False,False
MH031343,negative,39825,False,48.806,46,0.0,100.0,90.4256120527307,0,True,False,False,False
MH358458,negative,68270,False,43.529,79,24.0506329113924,75.9493670886076,92.159074263952,1,True,False,False,False
MH238467,negative,56048,False,38.526,86,56.9767441860465,43.0232558139535,88.2101056237511,3,True,False,False,False
MH238466,negative,33296,False,39.521,49,93.8775510204082,6.12244897959184,94.7861604997597,0,True,False,False,False
MH375074,positive,40876,False,34.673,60,63.3333333333333,36.6666666666667,91.3005186417458,0,True,False,False,False
MH358359,positive,43614,False,49.491,64,29.6875,70.3125,91.2780299903701,0,True,False,False,False
MH445500,negative,46500,False,44.394,55,61.8181818181818,38.1818181818182,92.9290322580645,0,True,False,False,False
KY381600,positive,77937,False,39.2,109,66.0550458715596,33.9449541284404,88.2251048924131,2,True,False,False,False
MG781191,negative,167064,False,35.335,267,16.1048689138577,83.8951310861423,94.5643585691711,10,True,False,False,False
MG781190,negative,167076,False,35.34,269,15.9851301115242,84.0148698884758,94.8304963010845,10,True,False,False,False
MF893341,negative,39628,False,61.555,45,100.0,0.0,91.9274250529928,0,True,False,False,False
MG748548,negative,76622,False,42.531,123,19.5121951219512,80.4878048780488,89.6661533241106,1,True,False,False,False
MG748547,negative,158143,False,44.644,201,62.6865671641791,37.3134328358209,92.6022650386043,3,True,False,False,False
MG020111,positive,43416,False,41.738,63,11.1111111111111,88.8888888888889,89.0547263681592,0,True,False,False,False
AP014888,negative,34713,False,46.006,49,100.0,0.0,89.205773053323,0,True,False,False,False
AP014887,negative,48157,False,61.378,58,75.8620689655172,24.1379310344828,94.9643873164857,0,True,False,False,False
AP014858,negative,158066,False,39.042,270,39.6296296296296,60.3703703703704,93.6089987726646,6,True,False,False,False
MH133207,negative,93641,False,32.57,171,69.0058479532164,30.9941520467836,89.3230529362138,0,True,False,False,False
MF740800,positive,52474,False,46.112,68,47.0588235294118,52.9411764705882,90.3647520676907,0,True,False,False,False
MH220877,positive,39866,False,36.287,56,85.7142857142857,14.2857142857143,93.8920383284001,0,True,False,False,False
LT594300,negative,38979,False,50.186,51,100.0,0.0,91.3748428641063,1,True,False,False,False
MH023293,negative,46833,False,45.974,84,64.2857142857143,35.7142857142857,91.339440138364,0,True,False,False,False
MH221128,positive,197215,False,49.338,239,9.6234309623431,90.3765690376569,95.0754252972644,0,True,False,False,False
MH243438,negative,168869,False,37.652,270,15.5555555555556,84.4444444444444,95.0482326537138,2,True,False,False,False
MG251392,positive,86365,False,38.989,121,71.900826446281,28.099173553719,88.8091240664621,21,True,False,False,False
MG251391,positive,86360,False,39.0,121,71.900826446281,28.099173553719,88.8246873552571,21,True,False,False,False
KY575286,negative,49170,False,50.504,75,24.0,76.0,89.8779743746187,0,True,False,False,False
KY450753,negative,40578,False,52.851,50,100.0,0.0,91.9266597663759,0,True,False,False,False
KX278419,negative,44570,False,48.889,57,98.2456140350877,1.75438596491228,93.863585371326,0,True,False,False,False
MF044458,negative,53092,False,44.137,77,98.7012987012987,1.2987012987013,88.9041663527462,1,True,False,False,False
MF101922,negative,4248,False,57.698,5,100.0,0.0,95.1271186440678,0,True,False,False,False
MH191398,negative,54065,False,43.649,79,100.0,0.0,88.2437806344215,0,True,False,False,False
MH341453,positive,48286,False,35.82,81,91.358024691358,8.64197530864197,95.1269519115271,0,True,False,False,False
MH341452,positive,39585,False,37.092,67,89.5522388059701,10.4477611940298,93.6491095111785,0,True,False,False,False
MH341451,positive,38601,False,35.678,67,91.044776119403,8.95522388059701,94.6141291676381,0,True,False,False,False
KY984068,negative,261365,True,47.178,333,55.8558558558559,44.1441441441441,95.0257303005376,0,True,False,False,False
MH243439,negative,166083,False,35.448,261,16.4750957854406,83.5249042145594,94.4618052419573,10,True,False,False,False
KY514265,negative,76169,False,48.669,95,78.9473684210526,21.0526315789474,92.9157531279129,0,True,False,False,False
KY514264,negative,76041,False,48.691,95,77.8947368421053,22.1052631578947,93.131337041859,0,True,False,False,False
KY549659,negative,76621,False,48.643,96,78.125,21.875,92.6456193471764,2,True,False,False,False
MG966531,negative,39752,False,52.853,48,100.0,0.0,91.2331455021131,0,True,False,False,False
MG986485,negative,61564,False,49.391,78,69.2307692307692,30.7692307692308,88.5078942238971,0,True,False,False,False
MF034659,negative,38670,False,40.846,46,0.0,100.0,93.7315748642358,0,True,False,False,False
KX587949,negative,44024,False,53.998,53,100.0,0.0,94.0464292204252,0,True,False,False,False
KY926791,positive,60030,False,43.385,89,56.1797752808989,43.8202247191011,91.3143428285857,0,True,False,False,False
MH179477,negative,165795,False,41.233,240,83.75,16.25,92.0829940589282,18,True,False,False,False
MH179471,negative,48335,False,55.858,79,89.873417721519,10.126582278481,88.5134995344988,0,True,False,False,False
MH203384,positive,40836,False,34.514,62,61.2903225806452,38.7096774193548,92.1760211578019,0,True,False,False,False
MH179479,negative,47194,False,56.092,79,11.3924050632911,88.6075949367088,89.0070771708268,0,True,False,False,False
MH179476,negative,164983,False,41.074,237,83.9662447257384,16.0337552742616,92.3889127970761,18,True,False,False,False
MH179474,negative,43755,False,57.196,64,39.0625,60.9375,92.2957376299851,1,True,False,False,False
MH179470,negative,47828,False,55.804,79,89.873417721519,10.126582278481,89.451785564941,0,True,False,False,False
MH105080,negative,8828,False,57.046,20,30.0,70.0,96.3411871318532,0,True,False,False,False
MH059638,negative,74509,False,48.701,94,20.2127659574468,79.7872340425532,94.1845951495792,0,True,False,False,False
MH059633,negative,61939,False,52.356,80,46.25,53.75,89.5025751142253,0,True,False,False,False
MH193369,positive,40934,False,34.841,63,63.4920634920635,36.5079365079365,90.6654614745688,0,True,False,False,False
MH051918,negative,50048,False,49.706,87,78.1609195402299,21.8390804597701,90.8427909207161,0,True,False,False,False
MH051917,negative,172379,False,39.515,279,84.9462365591398,15.0537634408602,94.1141322318844,2,True,False,False,False
MH051916,negative,165549,False,35.549,260,84.2307692307692,15.7692307692308,94.6668358008807,10,True,False,False,False
MH051915,negative,164366,False,35.64,260,84.2307692307692,15.7692307692308,94.9721961962936,8,True,False,False,False
MH051914,negative,85675,False,38.78,123,75.609756097561,24.390243902439,89.2080536912752,22,True,False,False,False
MH051913,negative,170531,False,39.442,277,84.4765342960289,15.5234657039711,94.7581378165847,3,True,False,False,False
MH051912,negative,49794,False,45.548,76,22.3684210526316,77.6315789473684,89.1974936739366,0,True,False,False,False
MH051911,negative,50354,False,45.615,79,21.5189873417722,78.4810126582278,89.7009175040712,0,True,False,False,False
MH105773,negative,39934,False,50.739,47,42.5531914893617,57.4468085106383,93.8899183653027,0,True,False,False,False
MH059635,negative,41436,False,39.791,50,72.0,28.0,91.3046626122213,0,True,False,False,False
MH059634,negative,39826,False,41.902,55,14.5454545454545,85.4545454545455,93.7980213930598,0,True,False,False,False
MH107246,negative,151867,False,41.275,185,97.8378378378378,2.16216216216216,95.6060236917829,8,True,False,False,False
KY379511,negative,35802,False,40.626,50,50.0,50.0,89.8525222054634,0,True,False,False,False
KX257490,negative,36753,False,45.033,54,77.7777777777778,22.2222222222222,92.0659537996898,0,True,False,False,False
MG793454,positive,50013,False,62.666,74,41.8918918918919,58.1081081081081,92.9418351228681,2,True,False,False,False
MH107769,positive,151627,False,30.388,244,76.6393442622951,23.3606557377049,88.6834139038562,4,True,False,False,False
MG966533,negative,10584,False,41.903,19,89.4736842105263,10.5263157894737,91.8934240362812,0,True,False,False,False
MG652450,negative,41135,False,62.747,45,93.3333333333333,6.66666666666667,91.4549653579677,0,True,False,False,False
HE956708,negative,122696,False,40.512,168,29.1666666666667,70.8333333333333,84.1469974571298,26,True,False,False,False
KY914478,negative,62020,False,50.002,77,59.7402597402597,40.2597402597403,89.0986778458562,3,True,False,False,False
MG775042,negative,44349,False,45.155,54,0.0,100.0,88.1756071162822,0,True,False,False,False
MG775043,negative,168403,False,35.508,263,16.3498098859316,83.6501901140685,94.7910666674584,10,True,False,False,False
KU747973,negative,45306,False,40.147,69,55.0724637681159,44.9275362318841,92.6433584955635,0,True,False,False,False
MG099933,negative,44829,False,50.601,77,63.6363636363636,36.3636363636364,93.4752057819715,0,True,False,False,False
MG676225,negative,115739,False,43.82,150,28.6666666666667,71.3333333333333,57.4283517224099,33,True,False,False,False
MG676224,negative,112558,False,43.861,159,23.8993710691824,76.1006289308176,58.9287300769381,18,True,False,False,False
MH107028,negative,130715,False,26.044,166,13.2530120481928,86.7469879518072,93.0558849405194,3,True,False,False,False
MH028956,positive,149229,False,29.608,221,67.420814479638,32.579185520362,86.6574191343506,1,True,False,False,False
MG999954,negative,172614,False,39.883,291,14.4329896907216,85.5670103092783,95.2860138806818,18,True,False,False,False
MG711516,negative,41297,False,58.97,50,100.0,0.0,87.3186914303702,0,True,False,False,False
MG983840,negative,76163,False,42.253,129,17.8294573643411,82.1705426356589,87.25496632223,0,True,False,False,False
MH102284,positive,51818,False,43.359,86,27.906976744186,72.0930232558139,91.0918985680652,0,True,False,False,False
MG266157,negative,152048,False,49.304,198,33.8383838383838,66.1616161616162,92.3918762496054,1,True,False,False,False
KY744566,negative,44760,False,49.707,57,98.2456140350877,1.75438596491228,92.2520107238606,0,True,False,False,False
MG976803,negative,68712,False,42.367,118,23.728813559322,76.271186440678,87.4607055536151,0,True,False,False,False
MH042230,negative,39964,False,39.233,44,100.0,0.0,84.8338504654189,0,True,False,False,False
MH078572,positive,142978,False,29.799,211,71.0900473933649,28.9099526066351,86.3839192043531,1,True,False,False,False
MG972768,negative,45135,False,53.663,60,98.3333333333333,1.66666666666667,94.1575274177467,0,True,False,False,False
AP018361,positive,38421,False,44.541,52,5.76923076923077,94.2307692307692,92.4260170219411,0,True,False,False,False
MG969427,positive,40847,False,36.769,60,23.3333333333333,76.6666666666667,91.4901951183685,0,True,False,False,False
MG788324,positive,69649,False,42.311,87,87.3563218390805,12.6436781609195,91.6897586469296,0,True,False,False,False
MG732930,negative,51894,False,48.241,84,72.6190476190476,27.3809523809524,91.2359810382703,0,True,False,False,False
LN866626,negative,41054,False,52.565,50,100.0,0.0,91.6719442685244,0,True,False,False,False
AJ748296,negative,33641,False,25.282,49,51.0204081632653,48.9795918367347,81.257988763711,0,True,False,False,False
MF774689,positive,14427,False,39.142,24,79.1666666666667,20.8333333333333,92.0357662715741,0,True,False,False,False
MF774688,positive,47894,False,38.713,89,89.8876404494382,10.1123595505618,79.9265043638034,16,True,False,False,False
MF774687,positive,44399,False,38.638,44,18.1818181818182,81.8181818181818,94.1980675240433,0,True,False,False,False
MG963916,negative,138427,False,43.548,209,57.4162679425837,42.5837320574163,89.8119586496854,6,True,False,False,False
MG941013,positive,35031,False,65.291,54,92.5925925925926,7.40740740740741,93.4657874454055,0,True,False,False,False
MG873442,positive,89910,False,44.218,152,81.5789473684211,18.4210526315789,90.918696474252,9,True,False,False,False
MG894052,negative,37655,False,50.432,43,23.2558139534884,76.7441860465116,92.8641614659408,0,True,False,False,False
KY787213,positive,157665,False,44.452,208,65.3846153846154,34.6153846153846,92.6159895981987,3,True,False,False,False
KY787212,positive,110741,False,40.079,159,28.9308176100629,71.0691823899371,86.7673219494135,28,True,False,False,False
MG214783,negative,51963,False,52.512,88,61.3636363636364,38.6363636363636,92.3503261936378,0,True,False,False,False
MG765274,positive,78646,False,39.074,112,32.1428571428571,67.8571428571429,85.7907585891209,4,True,False,False,False
MG833025,negative,38553,False,48.391,48,100.0,0.0,90.747801727492,0,True,False,False,False
MG957431,negative,37247,False,42.774,49,0.0,100.0,90.4985636427095,0,True,False,False,False
KY684082,negative,43036,False,50.943,48,100.0,0.0,93.0964773677851,0,True,False,False,False
KY620117,positive,59097,False,56.541,73,63.013698630137,36.986301369863,93.41083303721,0,True,False,False,False
KY963424,negative,113299,False,39.076,161,71.4285714285714,28.5714285714286,86.1296216206674,20,True,False,False,False
MG766219,positive,17637,False,28.962,19,42.1052631578947,57.8947368421053,92.2946079265181,0,True,False,False,False
MG710528,negative,88114,False,49.243,95,61.0526315789474,38.9473684210526,85.8966793018136,1,True,False,False,False
MG366115,negative,40260,False,42.837,76,22.3684210526316,77.6315789473684,84.4858420268256,0,True,False,False,False
MG366114,negative,42312,False,38.573,69,20.2898550724638,79.7101449275362,45.384288145207,0,True,False,False,False
LC371242,negative,175437,False,37.829,293,15.0170648464164,84.9829351535836,94.7935726215109,17,True,False,False,False
MG820644,positive,29135,False,54.412,39,51.2820512820513,48.7179487179487,84.3624506607173,0,True,False,False,False
MG820643,positive,29491,False,54.271,42,52.3809523809524,47.6190476190476,86.1720524905903,0,True,False,False,False
MG820642,positive,29733,False,54.138,42,50.0,50.0,87.0951468065786,0,True,False,False,False
MG820641,positive,29307,False,54.414,42,52.3809523809524,47.6190476190476,88.5453987102058,0,True,False,False,False
MG820640,positive,29309,False,54.29,43,51.1627906976744,48.8372093023256,89.3377460848204,0,True,False,False,False
