id,staining,genome_length,jumbophage,gc_%,trna_count,cds_number,coding_capacity,positive_strand_%,negative_strand_%,molecule_type_ss-DNA,molecule_type_DNA,molecule_type_RNA,molecule_type_ss-RNA,topology_circular,topology_linear
KY883638,negative,128814,0,37.158,0,225,87.07904420326983,50.67,49.33,False,True,False,False,True,False
KY883637,negative,126082,0,37.083,0,229,87.1932551831348,47.16,52.84,False,True,False,False,True,False
KY883636,negative,126082,0,37.073,0,227,86.66740692565156,46.26,53.74,False,True,False,False,True,False
KY883635,negative,133685,0,37.122,0,232,87.41594045704456,52.16,47.84,False,True,False,False,True,False
KY883634,negative,132142,0,37.152,0,232,87.57397345280079,52.59,47.41,False,True,False,False,True,False
MF574151,negative,38593,0,42.728,0,49,90.42054258544296,100.0,0.0,False,True,False,False,True,False
KJ190157,negative,108483,0,39.24,23,156,87.79347916263379,28.21,71.79,False,True,False,False,False,True
MF807953,negative,44708,0,50.067,0,58,93.2316363961707,79.31,20.69,False,True,False,False,False,True
KT232076,negative,49205,0,49.747,0,68,87.18016461741693,39.71,60.29,False,True,False,False,True,False
MF497422,negative,43573,0,43.949,0,51,90.86131319854039,52.94,47.06,False,True,False,False,False,True
MG049919,negative,50552,0,45.585,0,78,88.19829086880836,24.36,75.64,False,True,False,False,False,True
MF999224,positive,44260,0,44.781,0,65,93.70763669227293,95.38,4.62,False,True,False,False,False,True
MF996376,negative,49579,0,48.034,0,84,90.49194215292765,22.62,77.38,False,True,False,False,False,True
MF988720,negative,142204,0,37.92,0,180,87.95533177688391,67.22,32.78,False,True,False,False,False,True
MF959999,negative,42168,0,55.689,0,54,89.513375071144,37.04,62.96,False,True,False,False,False,True
MF959998,negative,58226,0,51.903,0,80,93.99409198639783,31.25,68.75,False,True,False,False,False,True
MG197996,negative,39761,0,47.338,0,57,89.13759714292901,61.4,38.6,False,True,False,False,False,True
MF398190,positive,148464,0,30.223,4,236,101.49194417501886,72.46,27.54,False,True,False,False,False,True
KY652726,negative,147443,0,44.622,0,262,89.34706971507633,63.74,36.26,False,True,False,False,False,True
MF498773,negative,229957,1,38.725,0,407,93.5131350643816,85.75,14.25,False,True,False,False,False,True
KY114934,positive,117842,0,38.982,0,156,79.53530999134433,69.23,30.77,False,True,False,False,False,True
KX011028,positive,101986,0,31.113,0,131,91.5213852881768,2.29,97.71,False,True,False,False,True,False
MF498775,negative,230024,1,38.657,0,406,90.90920947379404,87.19,12.81,False,True,False,False,False,True
MF158045,negative,166283,0,35.509,11,267,95.23162319659858,15.73,84.27,False,True,False,False,False,True
MF681663,positive,111601,0,40.078,0,164,86.96785871094345,30.49,69.51,False,True,False,False,False,True
MF663761,negative,47760,0,48.955,0,75,94.26088777219431,62.67,37.33,False,True,False,False,False,True
MF614100,negative,42518,0,59.307,0,59,93.5039277482478,30.51,69.49,False,True,False,False,False,True
MF621978,negative,44638,0,54.653,0,52,93.05972489806891,100.0,0.0,False,True,False,False,False,True
MF805809,negative,147659,0,37.536,0,231,88.79174313790557,44.59,55.41,False,True,False,False,False,True
MF663786,negative,94005,0,65.464,0,124,91.29727142173289,41.94,58.06,False,True,False,False,False,True
AP018399,negative,384670,1,50.439,56,592,89.6251332310812,35.3,64.7,False,True,False,False,False,True
MF787246,positive,145162,0,34.112,0,100,63.58275581763822,71.0,29.0,False,True,False,False,True,False
MF158046,negative,167678,0,35.382,10,271,95.41919631674996,15.13,84.87,False,True,False,False,False,True
MF158044,negative,90270,0,39.003,26,136,90.06757505261992,71.32,28.68,False,True,False,False,False,True
MF158043,negative,88580,0,39.017,26,134,90.80830887333484,72.39,27.61,False,True,False,False,False,True
MF158042,negative,48262,0,44.499,2,73,90.5308524304836,16.44,83.56,False,True,False,False,False,True
MF158041,negative,88474,0,38.998,26,134,90.87415511901801,29.1,70.9,False,True,False,False,False,True
MF158040,negative,87570,0,38.911,26,132,91.45255224391914,27.27,72.73,False,True,False,False,False,True
MF158039,negative,47647,0,44.328,1,74,90.22183978004911,13.51,86.49,False,True,False,False,False,True
MF158037,positive,42701,0,51.217,0,62,90.35619774712535,77.42,22.58,False,True,False,False,False,True
MF614628,negative,41448,0,61.236,0,59,95.34597568037059,69.49,30.51,False,True,False,False,False,True
MF614627,negative,46600,0,60.648,0,69,94.38197424892704,63.77,36.23,False,True,False,False,False,True
KY549443,positive,155053,0,37.018,0,193,86.98961000432111,35.23,64.77,False,True,False,False,True,False
MF695815,negative,39241,0,51.576,0,57,92.2147753625035,73.68,26.32,False,True,False,False,False,True
MF595878,negative,37316,0,41.867,0,66,82.33197556008147,83.33,16.67,False,True,False,False,False,True
KY612839,negative,74325,0,38.716,0,126,93.18264379414732,83.33,16.67,False,True,False,False,False,True
KY295894,negative,39300,0,49.954,0,48,82.78625954198473,100.0,0.0,False,True,False,False,False,True
KY295899,negative,44941,0,44.959,0,60,90.89250350459491,0.0,100.0,False,True,False,False,False,True
KY295897,negative,37775,0,45.117,0,46,92.3150231634679,97.83,2.17,False,True,False,False,False,True
KY295893,negative,44931,0,44.973,0,59,90.02470454697202,0.0,100.0,False,True,False,False,False,True
KY295892,negative,44970,0,44.966,0,59,91.34756504336224,0.0,100.0,False,True,False,False,False,True
KY295891,negative,44018,0,45.036,0,55,88.63419510200372,0.0,100.0,False,True,False,False,False,True
MF285618,negative,276025,1,46.793,0,363,91.98731998913142,89.26,10.74,False,True,False,False,True,False
MF285617,negative,39300,0,50.774,0,46,89.8854961832061,97.83,2.17,False,True,False,False,False,True
MF285616,negative,39064,0,50.819,0,46,90.42852754454229,97.83,2.17,False,True,False,False,True,False
MF285620,negative,39216,0,50.418,0,43,86.06181150550796,100.0,0.0,False,True,False,False,False,True
MF285619,negative,159631,0,51.957,0,213,93.71112127343686,67.61,32.39,False,True,False,False,True,False
MF285615,negative,40048,0,52.892,0,44,85.65970834998002,100.0,0.0,False,True,False,False,False,True
MF001367,positive,10440,0,29.262,0,10,97.28927203065135,40.0,60.0,False,True,False,False,False,True
MF001366,positive,42285,0,49.926,0,61,91.91202554097198,32.79,67.21,False,True,False,False,False,True
MF001365,positive,142827,0,30.215,4,223,90.77415334635607,72.2,27.8,False,True,False,False,False,True
MF001362,positive,156585,0,44.674,3,205,92.14100967525624,36.1,63.9,False,True,False,False,False,True
MF001361,positive,141996,0,31.939,14,172,87.13766584974223,41.28,58.72,False,True,False,False,False,True
MF001360,negative,168638,0,35.466,10,272,94.40636155552129,15.81,84.19,False,True,False,False,False,True
MF001359,negative,168805,0,35.529,11,265,94.30289387162702,16.23,83.77,False,True,False,False,False,True
MF001358,positive,141996,0,31.939,14,172,87.20738612355278,58.14,41.86,False,True,False,False,False,True
MF001356,positive,33010,0,50.136,0,49,88.64283550439261,67.35,32.65,False,True,False,False,False,True
MF001355,negative,163469,0,31.157,10,257,94.79167303892481,18.29,81.71,False,True,False,False,False,True
MF001354,positive,169805,0,35.276,8,269,94.07791290009128,15.61,84.39,False,True,False,False,False,True
MF678790,positive,41598,0,34.747,0,69,91.3457377758546,65.22,34.78,False,True,False,False,False,True
MF678789,positive,41081,0,34.724,0,63,90.5893235315596,38.1,61.9,False,True,False,False,False,True
MF678788,positive,41712,0,34.554,0,68,90.61421173762946,35.29,64.71,False,True,False,False,False,True
MF375456,negative,44597,0,62.435,0,54,94.75525259546606,100.0,0.0,False,True,False,False,True,False
KX826077,positive,54894,0,46.009,0,70,85.34812547819433,50.0,50.0,False,True,False,False,True,False
MF476925,negative,58387,0,58.88,0,70,90.33346464110161,55.71,44.29,False,True,False,False,False,True
MF476924,negative,59100,0,56.301,0,78,92.91370558375634,57.69,42.31,False,True,False,False,True,False
MF415413,negative,59100,0,56.301,0,78,93.05076142131979,57.69,42.31,False,True,False,False,True,False
MF415412,negative,49090,0,50.959,0,76,86.69382766347525,77.63,22.37,False,True,False,False,True,False
MF415411,negative,59087,0,56.302,0,80,93.89374989422377,58.75,41.25,False,True,False,False,True,False
MF415410,negative,59100,0,56.301,0,79,93.59390862944163,58.23,41.77,False,True,False,False,True,False
KY942057,negative,151519,0,49.382,0,196,91.04798738112052,34.18,65.82,False,True,False,False,True,False
KY942056,negative,153757,0,49.2,0,199,91.83972111838811,34.17,65.83,False,True,False,False,True,False
KY629563,negative,130138,0,60.175,24,196,88.25477569964193,41.33,58.67,False,True,False,False,False,True
KX911187,positive,44520,0,52.934,0,77,92.5067385444744,64.94,35.06,False,True,False,False,False,True
KY630163,positive,158432,0,44.527,4,208,90.58649767723692,64.42,35.58,False,True,False,False,False,True
KJ206563,positive,138070,0,30.389,3,216,92.41254436155573,71.76,28.24,False,True,False,False,False,True
KJ206562,positive,138134,0,30.387,3,216,93.91967220235423,71.76,28.24,False,True,False,False,False,True
KJ206561,positive,139542,0,30.422,3,217,94.83309684539421,71.43,28.57,False,True,False,False,False,True
KJ206559,positive,142096,0,30.396,3,221,94.58394324963405,71.95,28.05,False,True,False,False,False,True
KX889068,negative,78145,0,43.158,1,106,99.09911062767931,22.64,77.36,False,True,False,False,False,True
MF370965,negative,33906,0,40.668,0,44,71.97841090072554,29.55,70.45,False,True,False,False,False,True
MF370964,negative,120295,0,35.844,0,95,60.803025894675585,48.42,51.58,False,True,False,False,False,True
MF479730,negative,162422,0,41.127,0,237,91.85147332257945,16.88,83.12,False,True,False,False,False,True
MF448340,negative,229929,1,38.717,0,402,90.67494748378847,86.07,13.93,False,True,False,False,False,True
KM359505,negative,197361,0,34.321,0,246,95.6825309964988,96.75,3.25,False,True,False,False,False,True
KY829116,negative,45888,0,37.626,0,89,94.51490585774059,12.36,87.64,False,True,False,False,True,False
MF356679,negative,91159,0,47.01,3,118,90.20063844491493,38.14,61.86,False,True,False,False,True,False
KY670595,negative,45415,0,37.578,0,88,94.18474072443026,88.64,11.36,False,True,False,False,True,False
KY290958,negative,173097,0,43.893,16,249,92.13735651108917,16.06,83.94,False,True,False,False,False,True
KY290957,negative,174311,0,43.831,16,249,91.29773795113331,16.47,83.53,False,True,False,False,False,True
KY290956,negative,173578,0,43.864,16,251,91.89874292825128,16.73,83.27,False,True,False,False,False,True
KY290955,negative,236567,1,37.154,18,410,92.16078320306721,17.8,82.2,False,True,False,False,False,True
KY290954,negative,43551,0,55.422,0,84,95.78425294482331,69.05,30.95,False,True,False,False,False,True
KY290953,negative,43551,0,55.427,0,84,95.83936074946614,69.05,30.95,False,True,False,False,False,True
KY290952,negative,48252,0,56.619,0,83,90.10196468540164,90.36,9.64,False,True,False,False,False,True
KY290951,negative,172957,0,43.916,16,245,91.82340119220385,16.33,83.67,False,True,False,False,False,True
KY290950,negative,46057,0,53.972,0,87,91.21740452048549,97.7,2.3,False,True,False,False,False,True
KY290949,negative,47977,0,56.802,0,83,90.47460241365654,86.75,13.25,False,True,False,False,False,True
KY290948,negative,173590,0,43.88,16,253,92.05714614897171,16.21,83.79,False,True,False,False,False,True
KY290947,negative,46349,0,57.02,0,83,91.4129754687264,87.95,12.05,False,True,False,False,False,True
KY979132,negative,156281,0,58.738,0,253,93.58719230104747,94.86,5.14,False,True,False,False,False,True
MF481197,negative,45385,0,43.217,0,54,95.02699129668393,98.15,1.85,False,True,False,False,True,False
KY794643,positive,139997,0,30.863,2,209,90.92337692950562,75.12,24.88,False,True,False,False,False,True
KY794642,positive,143734,0,30.863,1,213,90.55964489960621,75.12,24.88,False,True,False,False,False,True
KY794641,positive,142934,0,30.512,5,224,90.71039780598038,74.55,25.45,False,True,False,False,False,True
KX258185,negative,168272,0,39.321,17,275,95.23866121517544,16.36,83.64,False,True,False,False,False,True
KT630649,positive,40740,0,49.912,0,63,91.07511045655376,77.78,22.22,False,True,False,False,True,False
KT240186,negative,43872,0,52.186,0,51,90.7754376367615,100.0,0.0,False,True,False,False,False,True
MF150911,negative,42091,0,62.165,0,38,86.18469506545343,55.26,44.74,False,True,False,False,True,False
MF402939,negative,110901,0,39.162,0,166,84.30221548949064,28.31,71.69,False,True,False,False,False,True
KY860935,positive,47657,0,45.532,0,87,91.34020185911828,37.93,62.07,False,True,False,False,True,False
KY065149,negative,46318,0,48.307,0,49,91.77209724081351,0.0,100.0,False,True,False,False,True,False
KY065148,negative,69396,0,34.573,0,112,88.09441466366937,14.29,85.71,False,True,False,False,True,False
KY065147,negative,124261,0,37.084,0,228,88.25134193351091,46.05,53.95,False,True,False,False,True,False
KY417925,negative,59782,0,56.243,0,78,92.90254591683116,47.44,52.56,False,True,False,False,False,True
KX669658,negative,41655,0,56.615,0,58,92.98523586604249,94.83,5.17,False,True,False,False,False,True
KT588075,negative,61304,0,39.353,0,93,89.9500848231763,53.76,46.24,False,True,False,False,False,True
KY661963,negative,31449,0,39.966,0,36,79.54783935896212,61.11,38.89,False,True,False,False,True,False
KY389316,negative,40163,0,53.136,0,42,92.5428877324901,100.0,0.0,False,True,False,False,False,True
KY389315,negative,41116,0,53.342,0,42,91.73800953400136,100.0,0.0,False,True,False,False,False,True
KY082667,negative,40493,0,39.464,0,51,93.15684192329539,0.0,100.0,False,True,False,False,False,True
KY926793,positive,30016,0,54.404,0,44,81.71641791044776,52.27,47.73,False,True,False,False,False,True
KY926792,positive,29533,0,54.011,0,44,88.91409609589273,43.18,56.82,False,True,False,False,False,True
KY979108,negative,40469,0,51.009,0,63,87.50401541920976,77.78,22.22,False,True,False,False,False,True
MF188997,positive,40574,0,47.461,0,68,91.67693596884703,60.29,39.71,False,True,False,False,True,False
MF346584,negative,45373,0,37.837,0,88,192.0966213386816,14.77,85.23,False,True,False,False,True,False
KX578044,positive,28142,0,35.992,0,43,90.35605145334375,51.16,48.84,False,True,False,False,False,True
KX578043,positive,28265,0,35.946,0,45,90.41924641783125,53.33,46.67,False,True,False,False,False,True
KX578042,positive,28093,0,36.301,0,47,92.28633467411811,46.81,53.19,False,True,False,False,False,True
KX555527,positive,26559,0,36.274,0,40,92.01400655145149,50.0,50.0,False,True,False,False,True,False
KY296501,negative,35728,0,38.866,0,33,86.65472458575907,42.42,57.58,False,True,False,False,True,False
KY296500,negative,35736,0,38.866,0,33,86.26595030221625,42.42,57.58,False,True,False,False,True,False
MF166859,negative,37287,0,40.725,0,43,92.60600209188189,100.0,0.0,False,True,False,False,False,True
KY268296,negative,41642,0,39.292,0,51,95.22117093319244,100.0,0.0,False,True,False,False,False,True
KY268295,negative,41402,0,39.315,0,49,95.03647166803536,100.0,0.0,False,True,False,False,False,True
MF044457,negative,170496,0,37.665,0,266,92.03969594594594,84.59,15.41,False,True,False,False,True,False
KT588073,negative,63785,0,39.415,0,77,92.82433173943717,68.83,31.17,False,True,False,False,False,True
KY658680,negative,53227,0,43.02,1,90,93.04300449020234,62.22,37.78,False,True,False,False,False,True
KY658679,negative,54295,0,43.072,1,92,92.5333824477392,63.04,36.96,False,True,False,False,False,True
KY658678,negative,54344,0,43.063,1,93,93.12343588988665,62.37,37.63,False,True,False,False,False,True
KY658677,negative,53242,0,43.013,1,90,93.07313774839413,62.22,37.78,False,True,False,False,False,True
KY658676,negative,46149,0,43.136,1,75,93.64883312747838,56.0,44.0,False,True,False,False,False,True
KY658675,negative,53224,0,43.022,1,90,92.85284833909515,62.22,37.78,False,True,False,False,False,True
KY658674,negative,46157,0,43.135,1,75,93.5676062135754,56.0,44.0,False,True,False,False,False,True
KX581100,negative,54268,0,43.064,1,92,92.80054544114395,63.04,36.96,False,True,False,False,False,True
KX581099,negative,53226,0,43.022,1,90,93.15560064630068,62.22,37.78,False,True,False,False,False,True
KX581098,negative,53216,0,43.089,1,91,92.93445580276608,62.64,37.36,False,True,False,False,False,True
KX581097,negative,53227,0,43.021,1,90,92.99227835497022,62.22,37.78,False,True,False,False,False,True
KX581095,negative,53227,0,43.021,1,90,92.94718845698611,62.22,37.78,False,True,False,False,False,True
KX581094,negative,53286,0,43.019,1,89,92.60781443531134,62.92,37.08,False,True,False,False,False,True
KX581093,negative,53227,0,43.021,1,90,93.17263794690665,62.22,37.78,False,True,False,False,False,True
KX581092,negative,53226,0,43.022,1,90,93.15372186525383,62.22,37.78,False,True,False,False,False,True
KX581091,negative,53226,0,43.022,1,90,93.17063089467553,62.22,37.78,False,True,False,False,False,True
KX581090,negative,53226,0,43.022,1,90,93.17063089467553,62.22,37.78,False,True,False,False,False,True
MF036692,negative,172450,0,38.655,17,277,94.84778196578718,16.61,83.39,False,True,False,False,True,False
MF036691,negative,171175,0,38.736,16,275,94.76734336205638,14.91,85.09,False,True,False,False,True,False
MF036690,negative,171175,0,38.735,16,275,94.76734336205638,14.91,85.09,False,True,False,False,True,False
KY985004,negative,49088,0,45.475,0,80,91.61098435462843,78.75,21.25,False,True,False,False,False,True
KY945241,negative,174231,0,41.188,0,204,77.2818843948551,1.96,98.04,False,False,True,False,False,True
KY962008,negative,39693,0,49.989,0,45,89.48681127654751,100.0,0.0,False,True,False,False,True,False
MF074189,negative,44005,0,60.975,1,59,96.10044313146233,47.46,52.54,False,True,False,False,False,True
KM576124,negative,43865,0,53.852,0,59,94.63581443063947,100.0,0.0,False,True,False,False,False,True
KT820175,negative,53160,0,61.544,0,60,96.85101580135441,36.67,63.33,False,True,False,False,False,True
KX241618,negative,60497,0,66.532,0,79,92.11200555399441,50.63,49.37,False,True,False,False,False,True
KY499642,negative,231998,1,44.576,0,241,90.72104069862671,87.55,12.45,False,True,False,False,False,True
KY056620,positive,45985,0,33.111,0,67,92.3388061324345,89.55,10.45,False,True,False,False,False,True
KT878766,positive,42282,0,33.463,0,69,92.63516389953172,89.86,10.14,False,True,False,False,False,True
KT809369,positive,40448,0,33.747,0,64,92.45945411392405,89.06,10.94,False,True,False,False,False,True
KT809368,positive,41960,0,32.96,0,68,87.61916110581505,85.29,14.71,False,True,False,False,False,True
KY779849,positive,142499,0,30.259,0,231,90.6595835760251,72.73,27.27,False,True,False,False,False,True
KY779848,positive,135563,0,29.858,0,199,85.3086756710902,75.88,24.12,False,True,False,False,False,True
KY554776,positive,125842,0,32.556,3,179,86.53390759841706,73.18,26.82,False,True,False,False,False,True
KY945355,positive,60618,0,67.46,0,96,89.5328120360289,94.79,5.21,False,True,False,False,False,True
KY940711,negative,121342,0,61.645,4,207,87.6217632806448,63.77,36.23,False,True,False,False,True,False
KY271396,negative,44400,0,53.725,0,50,74.58783783783784,22.0,78.0,False,True,False,False,False,True
KY744235,negative,35439,0,25.54,0,56,84.1699822229747,50.0,50.0,False,True,False,False,False,True
KY744234,negative,33356,0,25.8,0,50,83.94891473797817,46.0,54.0,False,True,False,False,False,True
KY744233,negative,36306,0,25.434,0,57,82.88712609486035,49.12,50.88,False,True,False,False,False,True
KY744232,negative,34190,0,25.566,0,52,81.77829774787949,48.08,51.92,False,True,False,False,False,True
KY744231,negative,35035,0,25.623,0,54,83.3851862423291,46.3,53.7,False,True,False,False,False,True
KY744230,negative,32735,0,25.383,0,49,83.03039560103865,48.98,51.02,False,True,False,False,False,True
KY744229,negative,36493,0,25.079,0,61,82.91453155399667,59.02,40.98,False,True,False,False,False,True
KY744228,negative,36391,0,24.932,0,58,80.93759446016873,53.45,46.55,False,True,False,False,False,True
KY853667,negative,8280,0,59.746,0,14,94.38405797101449,14.29,85.71,False,True,False,False,True,False
KT945995,positive,18838,0,34.627,0,22,95.10563754114025,50.0,50.0,False,True,False,False,False,True
KX171213,positive,139682,0,31.824,0,202,89.56988015635515,72.77,27.23,False,True,False,False,False,True
KX171212,positive,139681,0,31.827,0,203,89.43091759079617,72.41,27.59,False,True,False,False,False,True
KX171211,positive,158986,0,44.706,4,204,92.7220006793051,64.71,35.29,False,True,False,False,False,True
KX833905,positive,38122,0,34.542,0,58,89.85362782645193,91.38,8.62,False,True,False,False,False,True
KY554777,positive,128179,0,32.57,5,178,85.79486499348567,74.16,25.84,False,True,False,False,True,False
KY554775,positive,126161,0,32.546,3,178,86.4601580520129,73.6,26.4,False,True,False,False,True,False
KY554774,positive,125294,0,32.536,3,179,86.55801554743245,73.18,26.82,False,True,False,False,True,False
KY554773,positive,126177,0,32.546,3,178,86.46821528487759,73.6,26.4,False,True,False,False,True,False
KY554772,positive,128178,0,32.552,3,182,88.13368908861115,73.08,26.92,False,True,False,False,True,False
KY554771,positive,132949,0,32.508,3,194,88.42789340273339,64.43,35.57,False,True,False,False,True,False
KY554770,positive,126032,0,32.499,3,177,86.07734543607972,73.45,26.55,False,True,False,False,True,False
KY554769,positive,125656,0,32.532,3,177,86.33491436938945,73.45,26.55,False,True,False,False,True,False
KY554768,positive,125658,0,32.551,3,178,86.45052443935126,73.6,26.4,False,True,False,False,True,False
KY554767,positive,62252,0,34.237,4,90,90.06296986442203,100.0,0.0,False,True,False,False,True,False
KY554766,positive,62054,0,34.246,4,90,90.78544493505656,100.0,0.0,False,True,False,False,True,False
KY554765,positive,60217,0,34.334,3,87,91.26990716907186,80.46,19.54,False,True,False,False,True,False
KY554764,positive,59899,0,34.376,3,86,92.25529641563298,100.0,0.0,False,True,False,False,True,False
KY554763,positive,60161,0,34.341,3,87,92.12779042901548,100.0,0.0,False,True,False,False,True,False
KY554762,positive,60551,0,34.292,3,85,91.12813991511288,100.0,0.0,False,True,False,False,True,False
KY554761,positive,27203,0,35.378,0,51,88.97548064551704,49.02,50.98,False,True,False,False,True,False
KY554760,positive,27704,0,35.381,0,49,88.03782847242275,51.02,48.98,False,True,False,False,True,False
KX443552,negative,181570,0,44.68,0,284,96.17007214848267,46.83,53.17,False,True,False,False,False,True
KX431560,negative,179516,0,44.897,0,286,96.53289957441119,46.5,53.5,False,True,False,False,False,True
KX431559,negative,177907,0,44.871,0,280,95.6392946876739,46.43,53.57,False,True,False,False,False,True
LC168164,negative,234670,1,28.717,4,297,92.77879575574211,47.81,52.19,False,True,False,False,False,True
CP017906,negative,13327,0,46.35,0,23,88.81218578824942,78.26,21.74,False,True,False,False,True,False
CP017905,negative,21012,0,46.354,0,34,85.22272986864648,79.41,20.59,False,True,False,False,True,False
KY271401,negative,29880,0,50.422,0,24,63.34337349397591,91.67,8.33,False,True,False,False,False,True
KY271400,negative,19260,0,53.172,0,22,62.258566978193144,27.27,72.73,False,True,False,False,False,True
KY271399,negative,47014,0,52.884,0,41,76.68141404687965,85.37,14.63,False,True,False,False,False,True
KY271398,negative,33540,0,50.403,0,38,86.2432915921288,84.21,15.79,False,True,False,False,False,True
KY271397,negative,35100,0,54.43,0,36,82.94301994301995,75.0,25.0,False,True,False,False,False,True
KY271395,negative,44279,0,53.007,0,46,72.09512409946024,84.78,15.22,False,True,False,False,False,True
KY271402,negative,52338,0,52.375,0,24,73.46669723718904,83.33,16.67,False,True,False,False,False,True
KY389064,positive,41448,0,32.014,1,55,92.66068326577881,85.45,14.55,False,True,False,False,False,True
KY389063,positive,42160,0,31.848,0,58,91.72438330170777,86.21,13.79,False,True,False,False,False,True
KY705409,negative,41289,0,53.075,0,56,92.85766184698103,12.5,87.5,False,True,False,False,False,True
KY780482,negative,50526,0,51.237,0,81,92.59391204528362,70.37,29.63,False,True,False,False,True,False
KY624616,positive,36671,0,51.049,1,48,89.20673011371385,81.25,18.75,False,True,False,False,False,True
KY624615,positive,36671,0,51.049,1,48,89.16582585694418,81.25,18.75,False,True,False,False,False,True
KY624614,positive,36671,0,51.049,1,48,89.8611982220283,81.25,18.75,False,True,False,False,False,True
KY624613,positive,36671,0,51.049,1,48,89.82847481661258,81.25,18.75,False,True,False,False,False,True
KY624612,positive,36671,0,51.049,1,48,89.8611982220283,81.25,18.75,False,True,False,False,False,True
KY624611,positive,36674,0,51.042,1,49,89.6411626765556,79.59,20.41,False,True,False,False,False,True
KY624610,positive,36671,0,51.046,1,48,89.20673011371385,81.25,18.75,False,True,False,False,False,True
KY613597,positive,36671,0,51.046,1,48,88.47863434321398,81.25,18.75,False,True,False,False,False,True
KY653129,positive,44875,0,35.349,0,63,93.58885793871866,90.48,9.52,False,True,False,False,False,True
KY653127,positive,40068,0,58.004,0,53,93.59339123490066,92.45,7.55,False,True,False,False,False,True
KY653126,positive,42706,0,34.166,0,64,95.84835854446682,90.62,9.38,False,True,False,False,False,True
KY653125,positive,42689,0,33.428,0,72,88.63173182787135,87.5,12.5,False,True,False,False,False,True
KY653124,positive,43135,0,33.657,0,68,90.79401877825431,91.18,8.82,False,True,False,False,False,True
KY653123,positive,43516,0,32.85,0,67,88.15608052210682,83.58,16.42,False,True,False,False,False,True
KY653120,positive,42371,0,34.686,0,63,95.32463241367917,93.65,6.35,False,True,False,False,False,True
KY653119,negative,39387,0,50.022,0,60,91.93642572422372,21.67,78.33,False,True,False,False,False,True
KY653118,negative,47739,0,45.82,0,67,82.92800435702465,28.36,71.64,False,True,False,False,False,True
KY653116,positive,45236,0,34.488,0,72,93.0320983287647,93.06,6.94,False,True,False,False,False,True
KX179905,negative,7929,0,60.827,0,14,88.51053096229032,78.57,21.43,False,True,False,False,False,True
KY000003,positive,160342,0,44.463,0,210,93.01305958513677,36.19,63.81,False,True,False,False,False,True
KY914485,negative,144974,0,48.18,9,185,192.86216838881452,41.62,58.38,False,True,False,False,True,False
KY817360,positive,17253,0,54.472,0,35,195.55439633686896,74.29,25.71,False,True,False,False,False,True
KU925172,negative,166423,0,35.353,10,263,96.04141254514099,84.41,15.59,False,True,False,False,False,True
KX822733,negative,136203,0,34.576,0,242,86.13026144798572,46.69,53.31,False,True,False,False,False,True
KX756572,negative,41841,0,51.622,0,47,93.13830931383093,100.0,0.0,False,True,False,False,False,True
KX689784,negative,39024,0,49.923,0,45,89.52183271832719,0.0,100.0,False,True,False,False,False,True
KY626177,negative,44244,0,43.36,1,50,95.14284422746587,98.0,2.0,False,True,False,False,True,False
KY626176,negative,44245,0,43.363,1,50,95.00508532037519,98.0,2.0,False,True,False,False,True,False
KY056619,negative,41446,0,48.12,0,64,93.14288471746369,54.69,45.31,False,True,False,False,False,True
KY581279,positive,137836,0,30.405,3,209,89.88653182042428,69.86,30.14,False,True,False,False,False,True
KY318515,negative,42771,0,47.672,0,56,93.76446657782142,100.0,0.0,False,True,False,False,False,True
KY555147,negative,216240,1,66.152,26,339,100.27978172401035,68.44,31.56,False,True,False,False,False,True
KY555146,negative,215799,1,66.16,26,331,100.07924040426508,67.98,32.02,False,True,False,False,False,True
KY555145,negative,229319,1,66.161,26,361,101.81581116261627,67.59,32.41,False,True,False,False,False,True
KY555144,negative,218729,1,66.225,27,340,100.6245170964984,66.76,33.24,False,True,False,False,False,True
KY555143,negative,220299,1,66.129,26,344,101.1829377346243,66.57,33.43,False,True,False,False,False,True
KY555142,negative,219348,1,66.124,26,347,101.52406222076335,66.86,33.14,False,True,False,False,False,True
KY695241,negative,11696,0,34.986,0,0,96.51162790697676,0.0,0.0,False,True,False,False,False,True
KY695239,negative,11689,0,34.118,0,0,90.92309008469502,0.0,0.0,False,True,False,False,False,True
KY709687,positive,51738,0,48.415,0,87,89.35985155978197,29.89,70.11,False,True,False,False,False,True
KY695153,positive,34730,0,34.129,0,53,95.07054419809963,96.23,3.77,False,True,False,False,False,True
KY593455,negative,167773,0,34.791,0,280,95.45755276474762,15.0,85.0,False,True,False,False,False,True
KY677846,negative,107263,0,38.989,0,160,86.40630972469538,70.0,30.0,False,True,False,False,False,True
KY657202,positive,50407,0,42.843,0,80,84.07760826869284,23.75,76.25,False,True,False,False,False,True
KY606587,negative,77874,0,61.546,0,123,94.9495338623931,86.99,13.01,False,True,False,False,False,True
KY249644,negative,60362,0,60.904,0,52,71.12090387992446,59.62,40.38,False,True,False,False,False,True
KY176369,positive,43428,0,49.576,0,70,92.10417242332136,31.43,68.57,False,True,False,False,True,False
KY363465,negative,118537,0,39.518,22,157,99.22387102761164,27.39,72.61,False,True,False,False,False,True
KX147096,negative,154938,0,47.351,4,193,88.05522208883554,66.84,33.16,False,True,False,False,False,True
LC210520,negative,6533,0,58.442,0,9,88.62697076381448,100.0,0.0,False,True,False,False,True,False
